NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
FRA10AC1,FRA10AC1,null,null,0.050011598
PPP2R1B,PPP2R1B,null,null,0.049965117
TADA2A,TADA2A,null,null,0.049947806
MDM1,MDM1,null,null,0.049943436
RPS27A,RPS27A,null,null,0.049942758
ZNF675,ZNF675,null,null,0.04988591
NOL8,NOL8,null,null,0.04988527
NFX1,NFX1,null,null,0.049879145
ZNF429,ZNF429,null,null,0.049856342
CCDC167,CCDC167,null,null,0.04984066
ENOX2,ENOX2,null,null,0.04979622
CLSPN,CLSPN,null,null,0.049762
ZNF589,ZNF589,null,null,0.049680233
SURF6,SURF6,null,null,0.049643185
ECHDC1,ECHDC1,null,null,0.04960061
SPIN4,SPIN4,null,null,0.0495698
SERINC1,SERINC1,null,null,0.049538583
ZBTB6,ZBTB6,null,null,0.04953006
ZRANB2,ZRANB2,null,null,0.04952703
GPATCH2L,GPATCH2L,null,null,0.04947851
MAGOHB,MAGOHB,null,null,0.04946648
NDUFA2,NDUFA2,null,null,0.049465127
CCP110,CCP110,null,null,0.049441706
H2AFY,H2AFY,null,null,0.04944072
TMX4,TMX4,null,null,0.049417827
DEPDC1,DEPDC1,null,null,0.049356997
LY86,LY86,null,null,0.04934235
METTL18,METTL18,null,null,0.049287174
CDK8,CDK8,null,null,0.049285058
RNMT,RNMT,null,null,0.049270406
C20orf96,C20orf96,null,null,0.049234197
SMAD5,SMAD5,null,null,0.049227603
ZNF212,ZNF212,null,null,0.04920948
ARPIN-AP3S2,ARPIN-AP3S2,null,null,0.04920718
USB1,USB1,null,null,0.049115136
TCTN2,TCTN2,null,null,0.049075097
SNRNP27,SNRNP27,null,null,0.048965696
PPWD1,PPWD1,null,null,0.048888523
NAA16,NAA16,null,null,0.04888032
PUM3,PUM3,null,null,0.048863743
TBC1D7,TBC1D7,null,null,0.04885852
GIN1,GIN1,null,null,0.048853695
PSMG2,PSMG2,null,null,0.048848674
FBXL20,FBXL20,null,null,0.048748076
PPP1R14B,PPP1R14B,null,null,0.048685182
OFD1,OFD1,null,null,0.048671514
TCL1A,TCL1A,null,null,0.048652347
TGDS,TGDS,null,null,0.048645202
IMPA1,IMPA1,null,null,0.048595063
NDUFS6,NDUFS6,null,null,0.048592046
RBM26,RBM26,null,null,0.04858251
POLR2I,POLR2I,null,null,0.048579175
ANKRD12,ANKRD12,null,null,0.04851669
MCM9,MCM9,null,null,0.048485216
INTS2,INTS2,null,null,0.048477642
MIER1,MIER1,null,null,0.04842425
FBXO5,FBXO5,null,null,0.048387744
ARF4,ARF4,null,null,0.04838052
UNC50,UNC50,null,null,0.04837346
POLD3,POLD3,null,null,0.048255317
CIAO2A,CIAO2A,null,null,0.048158024
TYW3,TYW3,null,null,0.048125308
SOCS4,SOCS4,null,null,0.048105575
CUL5,CUL5,null,null,0.048083503
PFDN1,PFDN1,null,null,0.04808083
MPHOSPH8,MPHOSPH8,null,null,0.04807207
SP110,SP110,null,null,0.04806111
PPM1B,PPM1B,null,null,0.048031703
PFDN6,PFDN6,null,null,0.04797242
CKLF-CMTM1,CKLF-CMTM1,null,null,0.047956903
SNAPC3,SNAPC3,null,null,0.04795232
RPL17,RPL17,null,null,0.047946095
LCORL,LCORL,null,null,0.04793719
GINS4,GINS4,null,null,0.047924493
MRPL22,MRPL22,null,null,0.047903042
FLVCR1,FLVCR1,null,null,0.047899555
SYNCRIP,SYNCRIP,null,null,0.04788434
ATP5MF-PTCD1,ATP5MF-PTCD1,null,null,0.047810595
SHLD1,SHLD1,null,null,0.047770347
CTR9,CTR9,null,null,0.04773172
SUMO1,SUMO1,null,null,0.047728766
TBCA,TBCA,null,null,0.04772279
UBE2D2,UBE2D2,null,null,0.04763481
IER3IP1,IER3IP1,null,null,0.047600087
ING3,ING3,null,null,0.047590986
BYSL,BYSL,null,null,0.047572643
RPL36AL,RPL36AL,null,null,0.047552247
EXOG,EXOG,null,null,0.047459647
RBM8A,RBM8A,null,null,0.047444303
IMPAD1,IMPAD1,null,null,0.047442026
ABCD3,ABCD3,null,null,0.04738173
FBXO28,FBXO28,null,null,0.047330886
RPL17-C18orf32,RPL17-C18orf32,null,null,0.04732825
LSM7,LSM7,null,null,0.04731978
BTN2A1,BTN2A1,null,null,0.047319718
RBM25,RBM25,null,null,0.047316957
MFAP3,MFAP3,null,null,0.04722731
MRPL23,MRPL23,null,null,0.04721536
MTM1,MTM1,null,null,0.047108393
ZNF200,ZNF200,null,null,0.047079626
ZNF576,ZNF576,null,null,0.047067337
CBWD1,CBWD1,null,null,0.047020067
GTPBP4,GTPBP4,null,null,0.04699396
RABGGTB,RABGGTB,null,null,0.046965364
ENY2,ENY2,null,null,0.046813123
BANF1,BANF1,null,null,0.046799872
ATP5MC2,ATP5MC2,null,null,0.04679095
DYNLL1,DYNLL1,null,null,0.046757333
CD52,CD52,null,null,0.04673938
TAF2,TAF2,null,null,0.046712328
MFSD8,MFSD8,null,null,0.046703823
LTN1,LTN1,null,null,0.046666503
STARD9,STARD9,null,null,0.0466384
NEK1,NEK1,null,null,0.046615288
GNPAT,GNPAT,null,null,0.046604306
ATP5IF1,ATP5IF1,null,null,0.04659807
FAM204A,FAM204A,null,null,0.046550903
MSTO1,MSTO1,null,null,0.046505842
PHF5A,PHF5A,null,null,0.04648722
AAGAB,AAGAB,null,null,0.046471648
ADPRM,ADPRM,null,null,0.046413325
THUMPD1,THUMPD1,null,null,0.04641187
ISCA2,ISCA2,null,null,0.046380375
TRMT44,TRMT44,null,null,0.046376623
PHB,PHB,null,null,0.046365835
TBL2,TBL2,null,null,0.046348065
SLC20A1,SLC20A1,null,null,0.046298742
LINS1,LINS1,null,null,0.046263866
UBE2C,UBE2C,null,null,0.046212114
ZNF816,ZNF816,null,null,0.046203077
NHLRC3,NHLRC3,null,null,0.04618576
GTF2E1,GTF2E1,null,null,0.046172895
ERGIC2,ERGIC2,null,null,0.046131063
ACOT13,ACOT13,null,null,0.04610397
NAT9,NAT9,null,null,0.046088252
TRMT10C,TRMT10C,null,null,0.046060264
KCNK12,KCNK12,null,null,0.046003077
PIGW,PIGW,null,null,0.04594551
SDCBP,SDCBP,null,null,0.04594176
RPL35A,RPL35A,null,null,0.04593293
METTL25,METTL25,null,null,0.04588532
GFPT1,GFPT1,null,null,0.045853663
CANT1,CANT1,null,null,0.04584956
PSENEN,PSENEN,null,null,0.045829445
TEFM,TEFM,null,null,0.04581496
CENPP,CENPP,null,null,0.045814734
FKBP1A,FKBP1A,null,null,0.045804914
SLC3A1,SLC3A1,null,null,0.04580041
ZMPSTE24,ZMPSTE24,null,null,0.045768537
CEP192,CEP192,null,null,0.045719046
L2HGDH,L2HGDH,null,null,0.045621887
WDR12,WDR12,null,null,0.04556112
RRP7A,RRP7A,null,null,0.045537714
PRPF38B,PRPF38B,null,null,0.04548163
TOMM20,TOMM20,null,null,0.045469757
DEGS1,DEGS1,null,null,0.045454934
APPBP2,APPBP2,null,null,0.04545308
ZMYM6,ZMYM6,null,null,0.0454269
SREK1IP1,SREK1IP1,null,null,0.04542458
BEST3,BEST3,null,null,0.04542215
UTP25,UTP25,null,null,0.04542103
CHD2,CHD2,null,null,0.045395143
NHP2,NHP2,null,null,0.045393884
TAOK1,TAOK1,null,null,0.04539354
FAM98B,FAM98B,null,null,0.045372188
NUP43,NUP43,null,null,0.045346852
SCLT1,SCLT1,null,null,0.045345288
TRAPPC13,TRAPPC13,null,null,0.045342118
METTL1,METTL1,null,null,0.045315728
CSPP1,CSPP1,null,null,0.04530662
PPIL4,PPIL4,null,null,0.045301866
RRM2,RRM2,null,null,0.045281164
ZNF561,ZNF561,null,null,0.045241408
BET1,BET1,null,null,0.04523709
ANP32E,ANP32E,null,null,0.045228995
AZI2,AZI2,null,null,0.045183226
GATB,GATB,null,null,0.045155574
MRTO4,MRTO4,null,null,0.045114618
ATP6AP2,ATP6AP2,null,null,0.04511137
WDR73,WDR73,null,null,0.045100667
BUB1B,BUB1B,null,null,0.04506213
SLC25A51,SLC25A51,null,null,0.045043685
SCML2,SCML2,null,null,0.045041643
WBP4,WBP4,null,null,0.04502537
ZSWIM1,ZSWIM1,null,null,0.044977777
BSN,BSN,null,null,0.044967167
TAMM41,TAMM41,null,null,0.0449164
ZFR,ZFR,null,null,0.04489357
C1orf50,C1orf50,null,null,0.044893395
FAM91A1,FAM91A1,null,null,0.04486439
PSMD12,PSMD12,null,null,0.044862047
INIP,INIP,null,null,0.04485381
TNFAIP8,TNFAIP8,null,null,0.044848338
NVL,NVL,null,null,0.0448429
NDUFA9,NDUFA9,null,null,0.044833977
MBNL3,MBNL3,null,null,0.044799503
MTRF1,MTRF1,null,null,0.04479754
ERI2,ERI2,null,null,0.044781968
STK26,STK26,null,null,0.044780247
C8orf33,C8orf33,null,null,0.044776145
TMEM267,TMEM267,null,null,0.044773564
FANCL,FANCL,null,null,0.044726666
LINGO3,LINGO3,null,null,0.044712283
EYA3,EYA3,null,null,0.044705003
PI4K2B,PI4K2B,null,null,0.044681516
DCTN5,DCTN5,null,null,0.044673882
HMGB1,HMGB1,null,null,0.044648655
BCL2L1,BCL2L1,null,null,0.044641044
SUMO2,SUMO2,null,null,0.044587977
WSB1,WSB1,null,null,0.044581812
BBS9,BBS9,null,null,0.044574052
NDUFAF6,NDUFAF6,null,null,0.044558536
ARL13B,ARL13B,null,null,0.044540823
ATP6V1G1,ATP6V1G1,null,null,0.044514157
MSMO1,MSMO1,null,null,0.044430073
DEPDC1B,DEPDC1B,null,null,0.044395767
AEBP2,AEBP2,null,null,0.044392895
CCDC152,CCDC152,null,null,0.044374924
EMC9,EMC9,null,null,0.044361703
PPME1,PPME1,null,null,0.044312976
NDUFA7,NDUFA7,null,null,0.044271447
ERLIN2,ERLIN2,null,null,0.044244964
BTG3,BTG3,null,null,0.04423309
CDK7,CDK7,null,null,0.04417691
ABL2,ABL2,null,null,0.04416746
SAE1,SAE1,null,null,0.044163648
SSX2IP,SSX2IP,null,null,0.044098366
DARS2,DARS2,null,null,0.044094875
YRDC,YRDC,null,null,0.04408522
ARL14EP,ARL14EP,null,null,0.044082087
NDUFAF5,NDUFAF5,null,null,0.044078685
HINFP,HINFP,null,null,0.04404523
CZIB,CZIB,null,null,0.044021577
GALNT7,GALNT7,null,null,0.04400887
R3HCC1L,R3HCC1L,null,null,0.04397925
TIMM8A,TIMM8A,null,null,0.043971673
EEF1E1,EEF1E1,null,null,0.043966923
TFAP4,TFAP4,null,null,0.043943983
PMF1,PMF1,null,null,0.043897882
CBLL1,CBLL1,null,null,0.043859813
ZCCHC4,ZCCHC4,null,null,0.043856513
CRYZ,CRYZ,null,null,0.043809522
ZWILCH,ZWILCH,null,null,0.043725267
NIPA2,NIPA2,null,null,0.043722276
LIAS,LIAS,null,null,0.04371589
PUS7L,PUS7L,null,null,0.043714914
ORC6,ORC6,null,null,0.043696053
SRGAP2,SRGAP2,null,null,0.043675754
FUS,FUS,null,null,0.043654736
CCDC18,CCDC18,null,null,0.043634284
POP4,POP4,null,null,0.043580692
LSG1,LSG1,null,null,0.043557994
ZCCHC3,ZCCHC3,null,null,0.04352396
NAF1,NAF1,null,null,0.043519944
CCAR1,CCAR1,null,null,0.043504033
SLC20A2,SLC20A2,null,null,0.043474067
TRIM59,TRIM59,null,null,0.043457676
RWDD3,RWDD3,null,null,0.04345503
KIF5B,KIF5B,null,null,0.043441113
OTUD3,OTUD3,null,null,0.04341404
TTC4,TTC4,null,null,0.043366432
ZYG11B,ZYG11B,null,null,0.043325115
CLEC17A,CLEC17A,null,null,0.043314304
WDR20,WDR20,null,null,0.043296967
PEX13,PEX13,null,null,0.04328056
MPHOSPH10,MPHOSPH10,null,null,0.043209158
KANSL1L,KANSL1L,null,null,0.043202814
SNRPB2,SNRPB2,null,null,0.04314169
TM2D1,TM2D1,null,null,0.043137874
TMTC3,TMTC3,null,null,0.043136977
LANCL2,LANCL2,null,null,0.04311631
ANAPC11,ANAPC11,null,null,0.043046746
WDR91,WDR91,null,null,0.04304508
NFE2L2,NFE2L2,null,null,0.042974893
EFR3A,EFR3A,null,null,0.042956684
ATP6V1B2,ATP6V1B2,null,null,0.04291266
DCTPP1,DCTPP1,null,null,0.04289996
ZNF41,ZNF41,null,null,0.042897414
PET117,PET117,null,null,0.042881906
SDF2,SDF2,null,null,0.042861026
RPL30,RPL30,null,null,0.042843916
CHMP4A,CHMP4A,null,null,0.04283102
PSMA3,PSMA3,null,null,0.04279829
SETMAR,SETMAR,null,null,0.04278966
KLHL8,KLHL8,null,null,0.0427748
CDC42,CDC42,null,null,0.042754475
MELK,MELK,null,null,0.042750757
PSMA6,PSMA6,null,null,0.042725194
PRPF4B,PRPF4B,null,null,0.042724878
NCBP2,NCBP2,null,null,0.04268281
RNASEH2C,RNASEH2C,null,null,0.042668913
STAT1,STAT1,null,null,0.04266695
MIPEP,MIPEP,null,null,0.042634107
ECT2,ECT2,null,null,0.04262573
RPA3,RPA3,null,null,0.04262546
ALKBH1,ALKBH1,null,null,0.042543024
CDKN2AIP,CDKN2AIP,null,null,0.04252873
NAGK,NAGK,null,null,0.042512
ERLIN1,ERLIN1,null,null,0.042464823
DDIT4,DDIT4,null,null,0.04244884
ZSWIM7,ZSWIM7,null,null,0.04244443
KIAA0586,KIAA0586,null,null,0.042438317
SKA2,SKA2,null,null,0.042432543
ZFP69B,ZFP69B,null,null,0.042381827
TRUB1,TRUB1,null,null,0.04233625
C5orf34,C5orf34,null,null,0.042326067
FUNDC2,FUNDC2,null,null,0.042317066
AC027237.1,AC027237.1,null,null,0.04227511
EDF1,EDF1,null,null,0.042253092
COA7,COA7,null,null,0.04219873
PRDX6,PRDX6,null,null,0.042193
TAF15,TAF15,null,null,0.042185612
XPO4,XPO4,null,null,0.042161476
MICOS13,MICOS13,null,null,0.042110167
YBEY,YBEY,null,null,0.042065036
RARS2,RARS2,null,null,0.042060383
PIN1,PIN1,null,null,0.04200321
GNL2,GNL2,null,null,0.04196544
CD2AP,CD2AP,null,null,0.041963678
BNIP3,BNIP3,null,null,0.04194474
EXOSC7,EXOSC7,null,null,0.04193726
YWHAE,YWHAE,null,null,0.041935988
RCHY1,RCHY1,null,null,0.0419255
CFDP1,CFDP1,null,null,0.041878685
DALRD3,DALRD3,null,null,0.041874
DBI,DBI,null,null,0.041866392
DDX19A,DDX19A,null,null,0.04186263
RBM22,RBM22,null,null,0.0418523
ATAD5,ATAD5,null,null,0.041821793
NUDT1,NUDT1,null,null,0.041806467
ZNF107,ZNF107,null,null,0.041796923
VPS50,VPS50,null,null,0.041772857
EDEM3,EDEM3,null,null,0.04175445
TRAPPC2L,TRAPPC2L,null,null,0.041747235
SRP14,SRP14,null,null,0.041704603
EIF4A2,EIF4A2,null,null,0.041697986
AFMID,AFMID,null,null,0.041683417
ISG15,ISG15,null,null,0.04167626
SLC35B3,SLC35B3,null,null,0.04165257
GPALPP1,GPALPP1,null,null,0.04163769
DDX39B,DDX39B,null,null,0.041601177
ZBTB41,ZBTB41,null,null,0.041601177
CAMSAP2,CAMSAP2,null,null,0.041595332
TWF1,TWF1,null,null,0.041571867
NUBPL,NUBPL,null,null,0.04154612
SNRNP25,SNRNP25,null,null,0.04147592
HNRNPA2B1,HNRNPA2B1,null,null,0.041453294
VTI1A,VTI1A,null,null,0.041446295
GINS1,GINS1,null,null,0.04144184
SRSF3,SRSF3,null,null,0.041415058
TIMM10,TIMM10,null,null,0.04137878
SPRYD3,SPRYD3,null,null,0.041378357
UBE2N,UBE2N,null,null,0.041352205
FECH,FECH,null,null,0.041341748
THAP9,THAP9,null,null,0.04133289
PARL,PARL,null,null,0.04126258
ADH5,ADH5,null,null,0.041261226
RAD54B,RAD54B,null,null,0.04125166
HYPK,HYPK,null,null,0.04116211
LRR1,LRR1,null,null,0.041124143
RBBP5,RBBP5,null,null,0.041116793
SP140,SP140,null,null,0.041111734
IFNAR1,IFNAR1,null,null,0.041077007
MRPL1,MRPL1,null,null,0.041046742
PWP1,PWP1,null,null,0.04104495
DCAF6,DCAF6,null,null,0.041029274
GTF2A2,GTF2A2,null,null,0.040992517
WDR89,WDR89,null,null,0.04096301
CDADC1,CDADC1,null,null,0.04095185
RAB18,RAB18,null,null,0.040930197
NDUFB4,NDUFB4,null,null,0.040870376
ERCC8,ERCC8,null,null,0.04086849
RPL34,RPL34,null,null,0.04086776
GPATCH3,GPATCH3,null,null,0.04086534
C11orf98,C11orf98,null,null,0.040860947
TRMT11,TRMT11,null,null,0.04081359
UTP14C,UTP14C,null,null,0.04074501
EIF4G2,EIF4G2,null,null,0.04071572
MED6,MED6,null,null,0.040688735
KTI12,KTI12,null,null,0.040683795
AHI1,AHI1,null,null,0.040680088
HADHB,HADHB,null,null,0.040652514
ATP5MC1,ATP5MC1,null,null,0.04061774
NSUN5,NSUN5,null,null,0.040616088
FAM162A,FAM162A,null,null,0.040601864
XRCC4,XRCC4,null,null,0.040594123
XRN1,XRN1,null,null,0.040581346
KLHL2,KLHL2,null,null,0.040561166
ZNF101,ZNF101,null,null,0.040534142
POLH,POLH,null,null,0.040527266
PRMT7,PRMT7,null,null,0.040497378
RPS24,RPS24,null,null,0.040496714
BUD31,BUD31,null,null,0.04046827
NRG4,NRG4,null,null,0.040456437
ARMC9,ARMC9,null,null,0.04042337
HSPB11,HSPB11,null,null,0.04040726
EMC4,EMC4,null,null,0.040406346
TAGLN2,TAGLN2,null,null,0.040404774
SFXN2,SFXN2,null,null,0.040378746
COG3,COG3,null,null,0.040359985
RSPRY1,RSPRY1,null,null,0.04035517
CLDND1,CLDND1,null,null,0.04034403
TCTEX1D2,TCTEX1D2,null,null,0.040324744
SSR3,SSR3,null,null,0.040302888
C19orf53,C19orf53,null,null,0.040300425
KIF20A,KIF20A,null,null,0.040282805
MRE11,MRE11,null,null,0.04027154
PIAS2,PIAS2,null,null,0.0402675
CYB5B,CYB5B,null,null,0.04021667
GSTZ1,GSTZ1,null,null,0.040211044
DDX18,DDX18,null,null,0.04020018
SNRPD2,SNRPD2,null,null,0.040193792
C1orf35,C1orf35,null,null,0.040153548
WRB,WRB,null,null,0.040136676
CDC123,CDC123,null,null,0.040094484
WASHC3,WASHC3,null,null,0.040034756
PRIM1,PRIM1,null,null,0.040007927
SLC25A26,SLC25A26,null,null,0.040002897
CCNB1,CCNB1,null,null,0.03998288
WDR60,WDR60,null,null,0.03996748
PMF1-BGLAP,PMF1-BGLAP,null,null,0.039894115
COQ6,COQ6,null,null,0.03987135
WDR75,WDR75,null,null,0.03984462
C12orf65,C12orf65,null,null,0.039842736
ACTL6A,ACTL6A,null,null,0.039825223
ZC3H8,ZC3H8,null,null,0.039824907
NME7,NME7,null,null,0.039818518
ZNF184,ZNF184,null,null,0.039793666
C21orf91,C21orf91,null,null,0.039792
CCNK,CCNK,null,null,0.039758053
UBE2L3,UBE2L3,null,null,0.039754484
SRSF7,SRSF7,null,null,0.039713312
CXXC1,CXXC1,null,null,0.039702244
ATR,ATR,null,null,0.0396887
GFOD2,GFOD2,null,null,0.03967683
IL6ST,IL6ST,null,null,0.039666623
SARNP,SARNP,null,null,0.039653115
FASTKD3,FASTKD3,null,null,0.039647657
HELQ,HELQ,null,null,0.039630797
RPSA,RPSA,null,null,0.039601795
LSP1,LSP1,null,null,0.039584327
IBTK,IBTK,null,null,0.039558623
ATP5PB,ATP5PB,null,null,0.03952302
CCDC86,CCDC86,null,null,0.039506134
TMEM168,TMEM168,null,null,0.039501246
VPS41,VPS41,null,null,0.039495494
PPAT,PPAT,null,null,0.039465003
CKS2,CKS2,null,null,0.039432626
SH3TC1,SH3TC1,null,null,0.039431132
MRPL39,MRPL39,null,null,0.03942657
BNIP3L,BNIP3L,null,null,0.039420888
E2F3,E2F3,null,null,0.03939194
ITGB1BP1,ITGB1BP1,null,null,0.03937027
TMEM14B,TMEM14B,null,null,0.03932231
PIGA,PIGA,null,null,0.03930779
CCDC12,CCDC12,null,null,0.039292604
NUFIP1,NUFIP1,null,null,0.03925806
DPP8,DPP8,null,null,0.03922701
NRAS,NRAS,null,null,0.039207336
PTRHD1,PTRHD1,null,null,0.039202016
ZNF430,ZNF430,null,null,0.039192088
FUBP1,FUBP1,null,null,0.039168578
ERICH1,ERICH1,null,null,0.0391563
ATP5PF,ATP5PF,null,null,0.039155602
DCUN1D1,DCUN1D1,null,null,0.039149143
FAM177A1,FAM177A1,null,null,0.03913752
SNRPC,SNRPC,null,null,0.039132
GEMIN6,GEMIN6,null,null,0.039087463
GTPBP10,GTPBP10,null,null,0.039078567
RFK,RFK,null,null,0.03907402
RNF19A,RNF19A,null,null,0.039072532
UGT8,UGT8,null,null,0.03903804
SEC61B,SEC61B,null,null,0.039002996
IPO11,IPO11,null,null,0.038983095
MOB2,MOB2,null,null,0.038943652
MTFMT,MTFMT,null,null,0.03893841
UBTD2,UBTD2,null,null,0.038927246
AFF1,AFF1,null,null,0.03888816
NUP107,NUP107,null,null,0.0388625
ZNF614,ZNF614,null,null,0.038847562
EIF2S1,EIF2S1,null,null,0.038845018
NUP54,NUP54,null,null,0.038757455
PRPF39,PRPF39,null,null,0.03874156
PMM2,PMM2,null,null,0.03873426
VPREB3,VPREB3,null,null,0.03871598
MPDU1,MPDU1,null,null,0.03861078
POLR2B,POLR2B,null,null,0.03854183
CDC6,CDC6,null,null,0.038540423
LSM8,LSM8,null,null,0.038530678
KIF1BP,KIF1BP,null,null,0.038529992
PTP4A1,PTP4A1,null,null,0.038525473
EVI5,EVI5,null,null,0.038499527
TMED7,TMED7,null,null,0.0384943
RPS6KA3,RPS6KA3,null,null,0.038467612
UTP18,UTP18,null,null,0.0384673
TOMM22,TOMM22,null,null,0.03845663
NCAPG,NCAPG,null,null,0.03842707
SMG7,SMG7,null,null,0.038426183
PGRMC2,PGRMC2,null,null,0.038424276
MTIF3,MTIF3,null,null,0.038415566
C3orf38,C3orf38,null,null,0.03840605
COL18A1,COL18A1,null,null,0.03840197
HASPIN,HASPIN,null,null,0.038378302
RNF146,RNF146,null,null,0.038372133
NAMPT,NAMPT,null,null,0.03829466
ORC3,ORC3,null,null,0.03829197
CELSR1,CELSR1,null,null,0.038269952
PIAS1,PIAS1,null,null,0.03823605
SAP30BP,SAP30BP,null,null,0.038221873
FAIM,FAIM,null,null,0.038194288
FANCM,FANCM,null,null,0.03816695
ARL5B,ARL5B,null,null,0.038150568
MTHFSD,MTHFSD,null,null,0.038128577
CCDC90B,CCDC90B,null,null,0.038126215
SHCBP1,SHCBP1,null,null,0.038107567
RPGRIP1L,RPGRIP1L,null,null,0.03808628
COA4,COA4,null,null,0.03805549
SLC30A5,SLC30A5,null,null,0.0380073
UPF3B,UPF3B,null,null,0.038002513
AASDH,AASDH,null,null,0.037992977
USP53,USP53,null,null,0.03798649
ATP6V1F,ATP6V1F,null,null,0.037984997
ABRAXAS2,ABRAXAS2,null,null,0.03797082
KCNQ5,KCNQ5,null,null,0.037968386
RIOK2,RIOK2,null,null,0.037966013
RPS12,RPS12,null,null,0.037953783
SPAG16,SPAG16,null,null,0.037933405
SRRM1,SRRM1,null,null,0.037908476
ELP3,ELP3,null,null,0.037906338
IVNS1ABP,IVNS1ABP,null,null,0.037882246
KCTD5,KCTD5,null,null,0.037800312
PSMC3IP,PSMC3IP,null,null,0.037792474
ALG6,ALG6,null,null,0.037776038
UMPS,UMPS,null,null,0.037739966
SCP2,SCP2,null,null,0.037710167
GEN1,GEN1,null,null,0.037699126
SUV39H2,SUV39H2,null,null,0.037693717
PDCD4,PDCD4,null,null,0.03765869
MIA2,MIA2,null,null,0.03762476
APTX,APTX,null,null,0.03761583
COG5,COG5,null,null,0.0375837
DNA2,DNA2,null,null,0.037555937
LARP4,LARP4,null,null,0.03754798
RPL37,RPL37,null,null,0.037532758
SLC25A35,SLC25A35,null,null,0.03750887
FANCB,FANCB,null,null,0.037492562
PDCD5,PDCD5,null,null,0.03749104
SDE2,SDE2,null,null,0.03747538
AC004551.1,AC004551.1,null,null,0.037463535
MFN1,MFN1,null,null,0.037452165
HSBP1,HSBP1,null,null,0.03742451
MTHFD2,MTHFD2,null,null,0.03742317
TIPIN,TIPIN,null,null,0.037415184
TRNT1,TRNT1,null,null,0.037414253
TRIM38,TRIM38,null,null,0.037410155
H2AFV,H2AFV,null,null,0.03734408
MRPL42,MRPL42,null,null,0.037324347
FBXO45,FBXO45,null,null,0.03731483
RPS6KA4,RPS6KA4,null,null,0.037307955
PDRG1,PDRG1,null,null,0.037303522
SLC25A44,SLC25A44,null,null,0.03729602
ZBTB40,ZBTB40,null,null,0.037274137
TAF4,TAF4,null,null,0.037260085
RBM19,RBM19,null,null,0.03722956
PFDN5,PFDN5,null,null,0.037213918
TOMM70,TOMM70,null,null,0.037202485
FMC1-LUC7L2,FMC1-LUC7L2,null,null,0.037169755
GOLGA4,GOLGA4,null,null,0.037163097
BRCA2,BRCA2,null,null,0.03715918
DENND6A,DENND6A,null,null,0.037112106
CHEK1,CHEK1,null,null,0.03708481
SASS6,SASS6,null,null,0.037065316
POLR1B,POLR1B,null,null,0.037062846
TMEM184C,TMEM184C,null,null,0.03700872
VBP1,VBP1,null,null,0.036989886
CARF,CARF,null,null,0.0369894
PEX14,PEX14,null,null,0.036974873
VDAC3,VDAC3,null,null,0.03696525
MRPS14,MRPS14,null,null,0.036906656
TMF1,TMF1,null,null,0.03690628
CINP,CINP,null,null,0.036898687
ZNF414,ZNF414,null,null,0.03689686
DNAJC6,DNAJC6,null,null,0.03685552
ATG4C,ATG4C,null,null,0.03683912
SLC11A2,SLC11A2,null,null,0.036813453
RLIM,RLIM,null,null,0.036796793
NUDT16L1,NUDT16L1,null,null,0.03679534
CLCN3,CLCN3,null,null,0.03677115
WDR37,WDR37,null,null,0.036750246
TRMT2B,TRMT2B,null,null,0.036741894
DYNC1LI1,DYNC1LI1,null,null,0.036739044
CCNT2,CCNT2,null,null,0.036706995
BROX,BROX,null,null,0.03664119
BCL7C,BCL7C,null,null,0.036636487
COQ3,COQ3,null,null,0.036634386
HMGN3,HMGN3,null,null,0.036617767
GATD1,GATD1,null,null,0.03658684
CAAP1,CAAP1,null,null,0.036500424
FARSB,FARSB,null,null,0.03646927
POLR2F,POLR2F,null,null,0.036430053
TDP2,TDP2,null,null,0.03642292
TXN,TXN,null,null,0.036416087
GCC2,GCC2,null,null,0.03639011
PPIH,PPIH,null,null,0.036374297
NUCKS1,NUCKS1,null,null,0.036365017
DDX46,DDX46,null,null,0.03633669
TM2D3,TM2D3,null,null,0.036327146
FTSJ3,FTSJ3,null,null,0.036317468
NOP56,NOP56,null,null,0.036293346
NCK1,NCK1,null,null,0.036287494
GEMIN2,GEMIN2,null,null,0.036268413
SLC26A2,SLC26A2,null,null,0.03626597
SNX5,SNX5,null,null,0.036252707
DERL2,DERL2,null,null,0.03623855
BTBD10,BTBD10,null,null,0.03622632
UGCG,UGCG,null,null,0.036223143
EPM2A,EPM2A,null,null,0.036193494
NKRF,NKRF,null,null,0.036192987
HAUS1,HAUS1,null,null,0.036180805
TARBP2,TARBP2,null,null,0.03616698
LRCH1,LRCH1,null,null,0.036166273
ZCCHC2,ZCCHC2,null,null,0.036148395
BBS7,BBS7,null,null,0.036145844
FBXL5,FBXL5,null,null,0.03612938
KIF4A,KIF4A,null,null,0.03612732
TMEM208,TMEM208,null,null,0.036122657
SYF2,SYF2,null,null,0.03612071
B2M,B2M,null,null,0.036038645
UBE2V1,UBE2V1,null,null,0.036024146
SEC62,SEC62,null,null,0.03602379
PGBD2,PGBD2,null,null,0.036021583
RECQL,RECQL,null,null,0.036011614
PBDC1,PBDC1,null,null,0.035963506
SSBP1,SSBP1,null,null,0.035961553
ST20-MTHFS,ST20-MTHFS,null,null,0.035930842
