NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
RPP25,RPP25,null,null,0.07818193
FBXO45,FBXO45,null,null,0.07818187
INO80,INO80,null,null,0.078081444
MMD,MMD,null,null,0.07799439
TMEM159,TMEM159,null,null,0.0779214
CAPN15,CAPN15,null,null,0.07791591
ZC3H12C,ZC3H12C,null,null,0.077892184
E2F7,E2F7,null,null,0.07788638
MTMR12,MTMR12,null,null,0.0778703
GALNT7,GALNT7,null,null,0.07779183
KLHL21,KLHL21,null,null,0.07775245
ABRAXAS1,ABRAXAS1,null,null,0.07770376
NIN,NIN,null,null,0.077692844
TULP3,TULP3,null,null,0.07768735
RCOR1,RCOR1,null,null,0.077422924
GPR107,GPR107,null,null,0.07739801
ZNF26,ZNF26,null,null,0.07734853
CIRBP,CIRBP,null,null,0.077343926
RBSN,RBSN,null,null,0.0772823
ARAP2,ARAP2,null,null,0.07726487
NRBP1,NRBP1,null,null,0.07722714
ASB7,ASB7,null,null,0.07717855
CDK14,CDK14,null,null,0.07710772
CD9,CD9,null,null,0.077097856
TAF11,TAF11,null,null,0.077059366
C2orf88,C2orf88,null,null,0.07705524
AXIN1,AXIN1,null,null,0.076863274
CCND3,CCND3,null,null,0.076728426
CTTN,CTTN,null,null,0.07669592
PPP1R16A,PPP1R16A,null,null,0.07666169
TRIM9,TRIM9,null,null,0.07639507
LYPLA1,LYPLA1,null,null,0.0763111
ARL5A,ARL5A,null,null,0.07630694
LYRM1,LYRM1,null,null,0.07628769
PCDHGC4,PCDHGC4,null,null,0.07611303
KLHL12,KLHL12,null,null,0.07610372
DBT,DBT,null,null,0.07604218
NEK7,NEK7,null,null,0.07599518
SRFBP1,SRFBP1,null,null,0.075974435
FBXO21,FBXO21,null,null,0.07591994
DNAJC9,DNAJC9,null,null,0.07589958
FLOT2,FLOT2,null,null,0.075868614
MAP11,MAP11,null,null,0.07581963
PSKH1,PSKH1,null,null,0.07581539
EIF2AK3,EIF2AK3,null,null,0.07568097
RNH1,RNH1,null,null,0.07567518
IP6K1,IP6K1,null,null,0.07561505
PPFIA1,PPFIA1,null,null,0.07560384
PRKRA,PRKRA,null,null,0.07560027
TUBB3,TUBB3,null,null,0.075377725
KHNYN,KHNYN,null,null,0.07537185
DOCK9,DOCK9,null,null,0.07523818
SAMD9L,SAMD9L,null,null,0.07515189
ECHS1,ECHS1,null,null,0.07512925
ATP8A1,ATP8A1,null,null,0.07508963
FBRS,FBRS,null,null,0.07492986
TSTA3,TSTA3,null,null,0.07481499
PCDHGA10,PCDHGA10,null,null,0.07479758
PARD6A,PARD6A,null,null,0.07478258
PCDHGA9,PCDHGA9,null,null,0.07478115
KLHL42,KLHL42,null,null,0.074720986
SLC25A46,SLC25A46,null,null,0.07438458
WFS1,WFS1,null,null,0.0743468
UBE2Z,UBE2Z,null,null,0.0743437
C20orf27,C20orf27,null,null,0.07431355
ZADH2,ZADH2,null,null,0.07424208
C2CD3,C2CD3,null,null,0.07423339
THAP4,THAP4,null,null,0.07423297
HLA-DMA,HLA-DMA,null,null,0.07421601
SETD7,SETD7,null,null,0.0741723
MAP2K7,MAP2K7,null,null,0.074160926
NSMAF,NSMAF,null,null,0.07409039
TLK2,TLK2,null,null,0.074080594
GRK6,GRK6,null,null,0.07402926
C11orf24,C11orf24,null,null,0.07397496
TXLNA,TXLNA,null,null,0.07397118
WWP1,WWP1,null,null,0.07396184
LLGL1,LLGL1,null,null,0.0739522
PPIL4,PPIL4,null,null,0.073882684
PCDHGB7,PCDHGB7,null,null,0.07380695
NAA60,NAA60,null,null,0.07379471
HGSNAT,HGSNAT,null,null,0.07367892
SMURF1,SMURF1,null,null,0.07360884
MFSD2A,MFSD2A,null,null,0.07359534
DTX2,DTX2,null,null,0.0735166
JUP,JUP,null,null,0.07351444
FCRL5,FCRL5,null,null,0.07350676
MEX3D,MEX3D,null,null,0.0734875
ZNF839,ZNF839,null,null,0.073339194
NAAA,NAAA,null,null,0.07310835
PCDHGA7,PCDHGA7,null,null,0.073083624
RFK,RFK,null,null,0.07300792
METTL2B,METTL2B,null,null,0.072983354
CERS2,CERS2,null,null,0.07293149
SIAH2,SIAH2,null,null,0.0729307
KCNAB2,KCNAB2,null,null,0.07292891
PHF8,PHF8,null,null,0.07288529
IMPA2,IMPA2,null,null,0.072866455
PITPNA,PITPNA,null,null,0.07284221
PIK3IP1,PIK3IP1,null,null,0.07266468
C9orf16,C9orf16,null,null,0.07261355
VGLL4,VGLL4,null,null,0.072609514
HMCES,HMCES,null,null,0.07252842
FYN,FYN,null,null,0.07243199
ABHD13,ABHD13,null,null,0.072428085
RAP2C,RAP2C,null,null,0.07235056
ATP6V1F,ATP6V1F,null,null,0.07227988
ZNF808,ZNF808,null,null,0.07209653
BRD1,BRD1,null,null,0.07208735
ZNF251,ZNF251,null,null,0.07207654
FAHD1,FAHD1,null,null,0.07204367
ARPC1A,ARPC1A,null,null,0.07201411
TMEM50B,TMEM50B,null,null,0.071982615
EBF1,EBF1,null,null,0.071912855
KLHL8,KLHL8,null,null,0.071873516
KDM2A,KDM2A,null,null,0.07181681
ZNF710,ZNF710,null,null,0.07179495
PAPOLG,PAPOLG,null,null,0.071737275
SARM1,SARM1,null,null,0.071637675
RAI1,RAI1,null,null,0.07161249
LACTB,LACTB,null,null,0.071550585
TRAK2,TRAK2,null,null,0.07153078
SRD5A3,SRD5A3,null,null,0.071523964
LRMP,LRMP,null,null,0.07150829
ESYT2,ESYT2,null,null,0.07142193
EIF4EBP2,EIF4EBP2,null,null,0.07136408
NEK4,NEK4,null,null,0.07130462
ZNF584,ZNF584,null,null,0.07130254
ZWILCH,ZWILCH,null,null,0.07108695
NPM3,NPM3,null,null,0.07107462
AP4E1,AP4E1,null,null,0.07100496
MAP3K5,MAP3K5,null,null,0.07098803
PLEKHM1,PLEKHM1,null,null,0.07090213
CHRNA5,CHRNA5,null,null,0.07076528
RPS6KA3,RPS6KA3,null,null,0.070715345
FAM214A,FAM214A,null,null,0.07069232
APMAP,APMAP,null,null,0.07062349
SFMBT1,SFMBT1,null,null,0.070586614
GINM1,GINM1,null,null,0.070550255
NSD2,NSD2,null,null,0.070520125
ZFAND6,ZFAND6,null,null,0.070507884
TRAF4,TRAF4,null,null,0.07049017
CEBPZOS,CEBPZOS,null,null,0.07045745
PCDHGA1,PCDHGA1,null,null,0.07044081
PALLD,PALLD,null,null,0.07043959
NUMBL,NUMBL,null,null,0.070397645
KMT2A,KMT2A,null,null,0.07038429
LYRM7,LYRM7,null,null,0.0703099
ITGA4,ITGA4,null,null,0.07030445
PCDHGB6,PCDHGB6,null,null,0.070292585
ESCO1,ESCO1,null,null,0.07024463
TAF3,TAF3,null,null,0.07021735
EMSY,EMSY,null,null,0.07021301
POLR3F,POLR3F,null,null,0.07017644
NAPG,NAPG,null,null,0.07016699
TIPARP,TIPARP,null,null,0.070088014
FAM126B,FAM126B,null,null,0.07007904
YTHDF1,YTHDF1,null,null,0.070038065
CNOT4,CNOT4,null,null,0.07003412
S100A10,S100A10,null,null,0.07000943
CGRRF1,CGRRF1,null,null,0.06989632
FDXACB1,FDXACB1,null,null,0.06980491
AUTS2,AUTS2,null,null,0.06978796
SERPINI1,SERPINI1,null,null,0.069526866
SLC35E1,SLC35E1,null,null,0.06947904
KLHL2,KLHL2,null,null,0.0694524
MAPK1,MAPK1,null,null,0.06937011
C7orf25,C7orf25,null,null,0.06931814
ARFGEF1,ARFGEF1,null,null,0.069290616
CFAP36,CFAP36,null,null,0.06927688
WAPL,WAPL,null,null,0.069197185
PHACTR4,PHACTR4,null,null,0.06919232
DBI,DBI,null,null,0.06916732
DICER1,DICER1,null,null,0.069149435
TMF1,TMF1,null,null,0.06914054
PCNX2,PCNX2,null,null,0.06913378
ALCAM,ALCAM,null,null,0.06912893
WDR11,WDR11,null,null,0.06907296
NDUFA4,NDUFA4,null,null,0.06905248
SNRK,SNRK,null,null,0.06901836
MFN2,MFN2,null,null,0.06901057
DPY19L1,DPY19L1,null,null,0.06899637
DIPK2A,DIPK2A,null,null,0.06896792
PAPOLA,PAPOLA,null,null,0.068946674
STK35,STK35,null,null,0.06892093
UBAC1,UBAC1,null,null,0.06890826
IMPAD1,IMPAD1,null,null,0.068850614
KLHL14,KLHL14,null,null,0.06881369
ZFAND2B,ZFAND2B,null,null,0.06879089
ZNF263,ZNF263,null,null,0.06868971
ZDHHC7,ZDHHC7,null,null,0.068674676
C9orf78,C9orf78,null,null,0.06866297
AKIRIN1,AKIRIN1,null,null,0.06865636
KIF5B,KIF5B,null,null,0.06864789
PPP2R5A,PPP2R5A,null,null,0.06864538
BTBD7,BTBD7,null,null,0.06855276
PREPL,PREPL,null,null,0.06852074
MANBA,MANBA,null,null,0.0685083
HIBADH,HIBADH,null,null,0.068481915
TBPL1,TBPL1,null,null,0.06846592
PCDHGA5,PCDHGA5,null,null,0.0684242
ZSCAN30,ZSCAN30,null,null,0.06832043
FAM220A,FAM220A,null,null,0.068317465
SLC12A9,SLC12A9,null,null,0.06829116
ABHD17C,ABHD17C,null,null,0.06828034
AKAP2,AKAP2,null,null,0.068227194
PXK,PXK,null,null,0.0682084
ARID1A,ARID1A,null,null,0.06815358
ABCC4,ABCC4,null,null,0.06809966
RNF145,RNF145,null,null,0.06808503
FGFR1,FGFR1,null,null,0.06799237
TAOK1,TAOK1,null,null,0.067916736
PALM2-AKAP2,PALM2-AKAP2,null,null,0.06785371
DDX31,DDX31,null,null,0.06776628
SPTLC2,SPTLC2,null,null,0.06776034
HES6,HES6,null,null,0.06773216
EFCAB14,EFCAB14,null,null,0.06772673
BTBD6,BTBD6,null,null,0.06770816
PTTG1IP,PTTG1IP,null,null,0.06736092
HIPK2,HIPK2,null,null,0.0673426
KDM6A,KDM6A,null,null,0.06734051
EGLN1,EGLN1,null,null,0.067314245
RRP12,RRP12,null,null,0.067305766
ZBTB39,ZBTB39,null,null,0.06726875
GDPD5,GDPD5,null,null,0.06719316
RIT1,RIT1,null,null,0.06716676
ADAM15,ADAM15,null,null,0.067114994
NDUFA7,NDUFA7,null,null,0.06700032
SRM,SRM,null,null,0.06695774
TLR1,TLR1,null,null,0.0669339
ADPRHL2,ADPRHL2,null,null,0.066866785
URB2,URB2,null,null,0.066805966
BIRC2,BIRC2,null,null,0.066734254
ZMAT2,ZMAT2,null,null,0.06669122
ZNF496,ZNF496,null,null,0.06669049
XYLT1,XYLT1,null,null,0.06665185
PPTC7,PPTC7,null,null,0.066595
PCDHGA12,PCDHGA12,null,null,0.066502355
WDR17,WDR17,null,null,0.0664989
YAF2,YAF2,null,null,0.06647422
RPS17,RPS17,null,null,0.06638431
WIPI1,WIPI1,null,null,0.06638133
PDS5A,PDS5A,null,null,0.06636841
LINS1,LINS1,null,null,0.066306
BSCL2,BSCL2,null,null,0.066255495
RPS21,RPS21,null,null,0.06623067
BRF2,BRF2,null,null,0.06620814
DHRS11,DHRS11,null,null,0.06620187
PANK3,PANK3,null,null,0.06618389
RHOT1,RHOT1,null,null,0.066128135
TXLNG,TXLNG,null,null,0.06611005
PHF12,PHF12,null,null,0.066026375
ITPR1,ITPR1,null,null,0.06599689
B4GALT4,B4GALT4,null,null,0.06598563
ATP10D,ATP10D,null,null,0.0657992
AKAP1,AKAP1,null,null,0.06575303
EDEM3,EDEM3,null,null,0.065715834
MAN2B2,MAN2B2,null,null,0.06568998
AC129492.1,AC129492.1,null,null,0.06565727
SRP72,SRP72,null,null,0.065651536
C16orf87,C16orf87,null,null,0.065602966
STRN4,STRN4,null,null,0.06558726
PDZD8,PDZD8,null,null,0.06542836
UBQLN4,UBQLN4,null,null,0.0653863
DGKZ,DGKZ,null,null,0.065337375
CRCP,CRCP,null,null,0.06529246
TNKS2,TNKS2,null,null,0.0652764
CR2,CR2,null,null,0.0652457
TM2D1,TM2D1,null,null,0.0652224
SEMA4B,SEMA4B,null,null,0.06510355
PITPNM1,PITPNM1,null,null,0.06508469
SAP30,SAP30,null,null,0.06506723
MALT1,MALT1,null,null,0.06500786
TEX2,TEX2,null,null,0.06497614
C2CD5,C2CD5,null,null,0.06494502
ZNF493,ZNF493,null,null,0.06491843
RABEPK,RABEPK,null,null,0.06480166
PDK1,PDK1,null,null,0.06478888
CCDC142,CCDC142,null,null,0.06473525
TLNRD1,TLNRD1,null,null,0.064717636
USP33,USP33,null,null,0.064703
ZNF324,ZNF324,null,null,0.06457788
FOXP4,FOXP4,null,null,0.06448561
GCH1,GCH1,null,null,0.06433044
BCL7C,BCL7C,null,null,0.06430678
GMFG,GMFG,null,null,0.06430156
RPS6KC1,RPS6KC1,null,null,0.064263195
SLC45A4,SLC45A4,null,null,0.064104825
ARRDC3,ARRDC3,null,null,0.06408735
AEN,AEN,null,null,0.06405039
CD44,CD44,null,null,0.06401179
PCDHGB1,PCDHGB1,null,null,0.063791566
ADNP2,ADNP2,null,null,0.0637802
RMND5A,RMND5A,null,null,0.06366172
NOL6,NOL6,null,null,0.063659854
CBX4,CBX4,null,null,0.06360906
LAX1,LAX1,null,null,0.06359602
SENP2,SENP2,null,null,0.063533984
CMTM6,CMTM6,null,null,0.06349843
PPP1R12C,PPP1R12C,null,null,0.06344757
MBTPS2,MBTPS2,null,null,0.06342476
TIAM1,TIAM1,null,null,0.063413166
STRN3,STRN3,null,null,0.06340582
PIK3CB,PIK3CB,null,null,0.0633989
WDR45B,WDR45B,null,null,0.063346066
E2F4,E2F4,null,null,0.06333989
VAV2,VAV2,null,null,0.06333972
DOK1,DOK1,null,null,0.06329795
SLAIN2,SLAIN2,null,null,0.063270375
WDR26,WDR26,null,null,0.063236184
PSAP,PSAP,null,null,0.06319012
TTL,TTL,null,null,0.06318904
ACYP1,ACYP1,null,null,0.06317506
KLHL11,KLHL11,null,null,0.0631522
NDEL1,NDEL1,null,null,0.06311936
XPR1,XPR1,null,null,0.063091084
RAB27A,RAB27A,null,null,0.06306906
TET2,TET2,null,null,0.06306036
PDCD11,PDCD11,null,null,0.06304049
POU2F2,POU2F2,null,null,0.06303512
PTAR1,PTAR1,null,null,0.063030995
ZNF398,ZNF398,null,null,0.06302622
FOXG1,FOXG1,null,null,0.062974654
ZNF688,ZNF688,null,null,0.06295235
DHRS13,DHRS13,null,null,0.06294664
GHITM,GHITM,null,null,0.06285452
SH3GL1,SH3GL1,null,null,0.06279045
SNAPC4,SNAPC4,null,null,0.062676124
MBTD1,MBTD1,null,null,0.06264835
DNAJC16,DNAJC16,null,null,0.06264525
SWI5,SWI5,null,null,0.06260448
GPR160,GPR160,null,null,0.06260344
USP31,USP31,null,null,0.06260115
IFT20,IFT20,null,null,0.06254126
PAX5,PAX5,null,null,0.06252038
SPINDOC,SPINDOC,null,null,0.0624226
LRRC8D,LRRC8D,null,null,0.062294006
NDUFB1,NDUFB1,null,null,0.06227167
PPP1R37,PPP1R37,null,null,0.062267523
MCUB,MCUB,null,null,0.062247064
HLA-E,HLA-E,null,null,0.062231462
MBD6,MBD6,null,null,0.062221903
MCMBP,MCMBP,null,null,0.062218867
POLR3A,POLR3A,null,null,0.062216856
ZSCAN9,ZSCAN9,null,null,0.062216673
CDKN2AIP,CDKN2AIP,null,null,0.062199686
LONRF3,LONRF3,null,null,0.06219906
RCOR3,RCOR3,null,null,0.06213651
CRACR2A,CRACR2A,null,null,0.062072106
CCDC34,CCDC34,null,null,0.06203972
AP3M2,AP3M2,null,null,0.061950337
RNF166,RNF166,null,null,0.06194251
RNF19A,RNF19A,null,null,0.061922003
CRAMP1,CRAMP1,null,null,0.06187888
SALL3,SALL3,null,null,0.06184656
ATP23,ATP23,null,null,0.061841667
M6PR,M6PR,null,null,0.061840832
GTF3A,GTF3A,null,null,0.061809633
COP1,COP1,null,null,0.06176537
PRELID3B,PRELID3B,null,null,0.061744533
CFAP97,CFAP97,null,null,0.061712705
H1FX,H1FX,null,null,0.061687436
EPB41L4B,EPB41L4B,null,null,0.06167626
TAF5L,TAF5L,null,null,0.06167528
SURF6,SURF6,null,null,0.061653756
PCGF5,PCGF5,null,null,0.061617214
FAM118A,FAM118A,null,null,0.061609026
DNPEP,DNPEP,null,null,0.06159701
CETN2,CETN2,null,null,0.061580557
KANSL1,KANSL1,null,null,0.061528355
CD55,CD55,null,null,0.06148704
GCC2,GCC2,null,null,0.061405957
MLXIP,MLXIP,null,null,0.061394855
GLUL,GLUL,null,null,0.06137046
ALDH18A1,ALDH18A1,null,null,0.06135989
GPATCH4,GPATCH4,null,null,0.061298225
ASAH1,ASAH1,null,null,0.061283823
CBX2,CBX2,null,null,0.061279677
LZTFL1,LZTFL1,null,null,0.061136674
ATXN2,ATXN2,null,null,0.06111872
TRUB1,TRUB1,null,null,0.06103049
SLC25A44,SLC25A44,null,null,0.06100873
Mar-05,Mar-05,null,null,0.060962167
TOR1B,TOR1B,null,null,0.060932804
CAMTA2,CAMTA2,null,null,0.060911845
NLRX1,NLRX1,null,null,0.060756996
ZNF92,ZNF92,null,null,0.060744558
PPME1,PPME1,null,null,0.060695548
EPOP,EPOP,null,null,0.060584832
ZNF318,ZNF318,null,null,0.060549222
NCKIPSD,NCKIPSD,null,null,0.060532603
ZNF600,ZNF600,null,null,0.06049585
POLR1C,POLR1C,null,null,0.060492683
TMEM205,TMEM205,null,null,0.06043325
RAP2A,RAP2A,null,null,0.06036727
BUD23,BUD23,null,null,0.06029427
ST3GAL2,ST3GAL2,null,null,0.06027231
SEC61G,SEC61G,null,null,0.060231566
SPTY2D1,SPTY2D1,null,null,0.060210235
SLC38A10,SLC38A10,null,null,0.060153548
TMED3,TMED3,null,null,0.060137954
ATP2C1,ATP2C1,null,null,0.06006568
PPP2CB,PPP2CB,null,null,0.060063716
IL10RB,IL10RB,null,null,0.06004035
SETD9,SETD9,null,null,0.060036745
CCDC138,CCDC138,null,null,0.060020264
TRPM7,TRPM7,null,null,0.060014583
CHPF,CHPF,null,null,0.060002152
SMCHD1,SMCHD1,null,null,0.059926916
GRK5,GRK5,null,null,0.05989885
ANKIB1,ANKIB1,null,null,0.059875384
STX12,STX12,null,null,0.059867322
GRSF1,GRSF1,null,null,0.059844416
COX8A,COX8A,null,null,0.059807345
DPCD,DPCD,null,null,0.05979242
SETD2,SETD2,null,null,0.059605062
RNF139,RNF139,null,null,0.05960426
TRAPPC10,TRAPPC10,null,null,0.059596684
NHEJ1,NHEJ1,null,null,0.059592765
SBNO2,SBNO2,null,null,0.059591047
BTBD2,BTBD2,null,null,0.05957339
FBXL14,FBXL14,null,null,0.059521277
ARRDC2,ARRDC2,null,null,0.059513688
CHD7,CHD7,null,null,0.059502527
DYRK3,DYRK3,null,null,0.05933104
EEF1B2,EEF1B2,null,null,0.059298787
TCF12,TCF12,null,null,0.05908077
CTSC,CTSC,null,null,0.059075795
ARL1,ARL1,null,null,0.058834806
RPL15,RPL15,null,null,0.058784455
POM121C,POM121C,null,null,0.058737878
NPTN,NPTN,null,null,0.058632366
DDX50,DDX50,null,null,0.058550928
MPRIP,MPRIP,null,null,0.058530867
PELI1,PELI1,null,null,0.058526322
UBAP1,UBAP1,null,null,0.058493063
ASB6,ASB6,null,null,0.05842834
ISG20L2,ISG20L2,null,null,0.058422502
AIFM2,AIFM2,null,null,0.058421016
MED1,MED1,null,null,0.058392666
MAP3K14,MAP3K14,null,null,0.05837872
NFATC1,NFATC1,null,null,0.058338974
SLC25A28,SLC25A28,null,null,0.058336083
MFSD5,MFSD5,null,null,0.05826523
RPS18,RPS18,null,null,0.058195617
ERN1,ERN1,null,null,0.058159415
ABL2,ABL2,null,null,0.058158297
ADCY3,ADCY3,null,null,0.05814397
SECISBP2L,SECISBP2L,null,null,0.05798221
RAB3IP,RAB3IP,null,null,0.057959326
SOS2,SOS2,null,null,0.057805132
RXYLT1,RXYLT1,null,null,0.057790466
LSM14B,LSM14B,null,null,0.05778246
APPL1,APPL1,null,null,0.057735648
ZNF510,ZNF510,null,null,0.05769559
ACAP3,ACAP3,null,null,0.0576644
SOD2,SOD2,null,null,0.057634614
KIFAP3,KIFAP3,null,null,0.057591524
RIPK1,RIPK1,null,null,0.057579678
DIXDC1,DIXDC1,null,null,0.05757689
SEPSECS,SEPSECS,null,null,0.05756047
RAD17,RAD17,null,null,0.0575327
RAB15,RAB15,null,null,0.057489548
REXO5,REXO5,null,null,0.05747663
RPL37A,RPL37A,null,null,0.057407763
NRBF2,NRBF2,null,null,0.0573939
C5orf15,C5orf15,null,null,0.05737543
FASTK,FASTK,null,null,0.05731305
MYD88,MYD88,null,null,0.05728342
GPRIN1,GPRIN1,null,null,0.057280328
IBTK,IBTK,null,null,0.05723537
TRIM24,TRIM24,null,null,0.057082072
C6orf47,C6orf47,null,null,0.057009086
ELMSAN1,ELMSAN1,null,null,0.057002563
ELP5,ELP5,null,null,0.056961995
STK17B,STK17B,null,null,0.05695097
RPL17,RPL17,null,null,0.056930315
KPNA4,KPNA4,null,null,0.05692603
ZSWIM8,ZSWIM8,null,null,0.056895852
WIPI2,WIPI2,null,null,0.05684711
IFFO1,IFFO1,null,null,0.05680837
C2orf69,C2orf69,null,null,0.056795068
PBXIP1,PBXIP1,null,null,0.05677648
TYSND1,TYSND1,null,null,0.05675054
R3HDM4,R3HDM4,null,null,0.056731425
INPP5E,INPP5E,null,null,0.056649238
PINK1,PINK1,null,null,0.05661657
ZNF48,ZNF48,null,null,0.056541294
ATP5MD,ATP5MD,null,null,0.05653626
RBM7,RBM7,null,null,0.056449253
HAGH,HAGH,null,null,0.056418203
FEM1B,FEM1B,null,null,0.05636414
YBX3,YBX3,null,null,0.05632594
ARHGAP5,ARHGAP5,null,null,0.056324966
TEX261,TEX261,null,null,0.056319192
ISOC1,ISOC1,null,null,0.05630801
KIAA1324L,KIAA1324L,null,null,0.056268375
FBXO41,FBXO41,null,null,0.056247324
RPL17-C18orf32,RPL17-C18orf32,null,null,0.056203786
PIP5K1C,PIP5K1C,null,null,0.05616267
REV3L,REV3L,null,null,0.0561593
MRPL17,MRPL17,null,null,0.056108635
B4GALT7,B4GALT7,null,null,0.056090117
ZFAND4,ZFAND4,null,null,0.056008752
KIAA0355,KIAA0355,null,null,0.055956177
PRADC1,PRADC1,null,null,0.05595506
ATMIN,ATMIN,null,null,0.055942778
TOMM40L,TOMM40L,null,null,0.055920653
RNF34,RNF34,null,null,0.055907
PDK3,PDK3,null,null,0.05588196
SLC39A14,SLC39A14,null,null,0.055879768
EIF4G2,EIF4G2,null,null,0.055859376
CYB5R4,CYB5R4,null,null,0.05580389
IRS1,IRS1,null,null,0.055765964
KIF3A,KIF3A,null,null,0.055690322
STIMATE,STIMATE,null,null,0.055681866
TBC1D9B,TBC1D9B,null,null,0.055663604
YRDC,YRDC,null,null,0.055641457
VPS25,VPS25,null,null,0.05556442
MTM1,MTM1,null,null,0.055529416
BRAP,BRAP,null,null,0.05550354
RDX,RDX,null,null,0.055455573
OARD1,OARD1,null,null,0.05545077
PHLPP1,PHLPP1,null,null,0.055445675
PRKAG2,PRKAG2,null,null,0.05544519
ARL2BP,ARL2BP,null,null,0.055386994
AP1M1,AP1M1,null,null,0.05537238
GTF2A1,GTF2A1,null,null,0.055347852
SUN1,SUN1,null,null,0.055334415
REXO4,REXO4,null,null,0.05527631
ATP6V0E1,ATP6V0E1,null,null,0.055268597
TBC1D13,TBC1D13,null,null,0.055241928
VAT1,VAT1,null,null,0.055221464
ACSL4,ACSL4,null,null,0.0552171
PIGW,PIGW,null,null,0.055153895
ZNF79,ZNF79,null,null,0.055053398
PCDHGB2,PCDHGB2,null,null,0.055013996
TMEM131,TMEM131,null,null,0.054952364
PGM1,PGM1,null,null,0.05491082
TRAPPC11,TRAPPC11,null,null,0.054898936
TAF1C,TAF1C,null,null,0.05484666
DVL2,DVL2,null,null,0.05484163
FAM168B,FAM168B,null,null,0.0548262
ATL3,ATL3,null,null,0.054816853
PIP4K2B,PIP4K2B,null,null,0.054762762
MCOLN1,MCOLN1,null,null,0.054703634
REV1,REV1,null,null,0.05468235
ATP2B1,ATP2B1,null,null,0.054680016
CAMLG,CAMLG,null,null,0.054659273
INPP4A,INPP4A,null,null,0.054610096
NFKBIA,NFKBIA,null,null,0.05460691
SLC35B4,SLC35B4,null,null,0.0545945
HEXB,HEXB,null,null,0.054583054
IFI27L2,IFI27L2,null,null,0.054555412
USP54,USP54,null,null,0.054456286
IRF7,IRF7,null,null,0.054371286
NR2F6,NR2F6,null,null,0.05436723
DNLZ,DNLZ,null,null,0.054307543
STX6,STX6,null,null,0.05424283
TRMT5,TRMT5,null,null,0.05423448
TMEM138,TMEM138,null,null,0.054219205
BCL2L13,BCL2L13,null,null,0.054203704
GGCX,GGCX,null,null,0.05418756
OSGIN2,OSGIN2,null,null,0.05413125
EMC10,EMC10,null,null,0.05400762
FOXK2,FOXK2,null,null,0.053969253
ADIPOR1,ADIPOR1,null,null,0.05387548
TAP2,TAP2,null,null,0.053856708
BID,BID,null,null,0.05383499
ANAPC5,ANAPC5,null,null,0.053825423
RIC1,RIC1,null,null,0.05379508
C1orf50,C1orf50,null,null,0.05378802
CRY2,CRY2,null,null,0.05373121
RPLP1,RPLP1,null,null,0.05369375
NPAT,NPAT,null,null,0.05367161
KCTD20,KCTD20,null,null,0.053551614
METTL1,METTL1,null,null,0.05354961
ZMPSTE24,ZMPSTE24,null,null,0.053487774
C7orf26,C7orf26,null,null,0.05347812
TGIF1,TGIF1,null,null,0.05344565
KDM3A,KDM3A,null,null,0.053390194
CNTNAP1,CNTNAP1,null,null,0.053369645
TCEAL4,TCEAL4,null,null,0.053346187
IARS2,IARS2,null,null,0.053331684
FAM91A1,FAM91A1,null,null,0.053327877
TBCK,TBCK,null,null,0.05329931
TOMM6,TOMM6,null,null,0.053245455
SAP130,SAP130,null,null,0.053228278
ELF4,ELF4,null,null,0.053192243
NCSTN,NCSTN,null,null,0.053179286
ABI2,ABI2,null,null,0.053163525
RNF7,RNF7,null,null,0.053149465
ATG9A,ATG9A,null,null,0.05313589
KCTD6,KCTD6,null,null,0.053109556
ANO6,ANO6,null,null,0.053062934
LPCAT3,LPCAT3,null,null,0.053042654
IGF2BP1,IGF2BP1,null,null,0.05304166
SERINC1,SERINC1,null,null,0.053038698
SLC44A2,SLC44A2,null,null,0.053027634
MEA1,MEA1,null,null,0.053023674
ZNF211,ZNF211,null,null,0.052999113
MIDN,MIDN,null,null,0.052960064
GPAA1,GPAA1,null,null,0.05294344
HADHB,HADHB,null,null,0.052940883
LAMP2,LAMP2,null,null,0.052922297
TSTD1,TSTD1,null,null,0.052911606
CDADC1,CDADC1,null,null,0.052653458
IRF2BP1,IRF2BP1,null,null,0.0525853
PHF20L1,PHF20L1,null,null,0.052578256
CD3EAP,CD3EAP,null,null,0.05254466
LPCAT1,LPCAT1,null,null,0.0525323
GLUD1,GLUD1,null,null,0.052405357
ZNF875,ZNF875,null,null,0.052378595
GPD2,GPD2,null,null,0.052378517
C15orf61,C15orf61,null,null,0.052365128
EXOSC6,EXOSC6,null,null,0.052334726
BRD9,BRD9,null,null,0.052320268
SLC7A1,SLC7A1,null,null,0.052286364
NAE1,NAE1,null,null,0.05228114
ATG2A,ATG2A,null,null,0.052211516
FAM20B,FAM20B,null,null,0.05218092
EHHADH,EHHADH,null,null,0.05211002
LPIN1,LPIN1,null,null,0.05207952
KIAA1549L,KIAA1549L,null,null,0.05206934
RC3H1,RC3H1,null,null,0.05203287
RASA1,RASA1,null,null,0.051995154
SMAD4,SMAD4,null,null,0.05198408
TMEM30A,TMEM30A,null,null,0.051969457
RYK,RYK,null,null,0.051968608
NEDD4L,NEDD4L,null,null,0.05194431
PITX1,PITX1,null,null,0.051926896
PPDPF,PPDPF,null,null,0.05191423
SENP5,SENP5,null,null,0.05180561
VAV3,VAV3,null,null,0.05173159
NDFIP2,NDFIP2,null,null,0.051716115
