Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-3000157,"Laminin interactions",1,31,0.002175743964065132,0.5959010732731971,0.5959010732731971,1,15,0.0012187195320116997,9606,Homo sapiens,"ITGAV","","R-HSA-216051"
R-HSA-5205647,"Mitophagy",1,31,0.002175743964065132,0.5959010732731971,0.5959010732731971,1,15,0.0012187195320116997,9606,Homo sapiens,"SRC","","R-HSA-8948143"
R-HSA-1632852,"Macroautophagy",3,106,0.0074396406513194836,0.5986165134889613,0.5986165134889613,7,59,0.004793630159246019,9606,Homo sapiens,"SRC;RRAGD;CHMP2A","","R-HSA-5682388;R-HSA-8948143;R-HSA-5672017;R-HSA-5672817;R-HSA-5675790;R-HSA-5672010;R-HSA-5673768"
R-HSA-5688426,"Deubiquitination",8,288,0.02021336327905671,0.6043946372181227,0.6043946372181227,10,77,0.0062560935976600585,9606,Homo sapiens,"RPN2;HIST1H2BJ;HIST1H2BK;HIST1H2AC;DDB2","","R-HSA-5690790;R-HSA-5691381;R-HSA-5696997;R-HSA-5691411;R-HSA-5689539;R-HSA-5696960;R-HSA-5690080;R-HSA-5665854;R-HSA-5665871;R-HSA-5690157"
R-HSA-6807878,"COPI-mediated anterograde transport",3,107,0.007509825940482875,0.6049379677216109,0.6049379677216109,9,12,9.749756256093598E-4,9606,Homo sapiens,"FKBP11;TMED10;CD59","","R-HSA-6807877;R-HSA-6807875;R-HSA-6809011;R-HSA-6809010;R-HSA-6807872;R-HSA-6809006;R-HSA-6807868;R-HSA-6809003;R-HSA-6807866"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",3,107,0.007509825940482875,0.6049379677216109,0.6049379677216109,17,67,0.005443613909652259,9606,Homo sapiens,"TMED10;TICAM2;RPS6KA2;TLR7","","R-HSA-975118;R-HSA-975180;R-HSA-975115;R-HSA-975111;R-HSA-975175;R-HSA-975106;R-HSA-975170;R-HSA-975134;R-HSA-450358;R-HSA-975100;R-HSA-975098;R-HSA-199895;R-HSA-975160;R-HSA-198746;R-HSA-975188;R-HSA-975156;R-HSA-975125"
R-HSA-8943724,"Regulation of PTEN gene transcription",2,70,0.004912970241437394,0.6063990505371963,0.6063990505371963,5,15,0.0012187195320116997,9606,Homo sapiens,"HDAC2;RRAGD","","R-HSA-8944104;R-HSA-8944457;R-HSA-6807077;R-HSA-8943780;R-HSA-8944454"
R-HSA-373755,"Semaphorin interactions",2,70,0.004912970241437394,0.6063990505371963,0.6063990505371963,13,40,0.003249918752031199,9606,Homo sapiens,"SEMA7A;SEMA4D","","R-HSA-400677;R-HSA-416546;R-HSA-434990;R-HSA-416559;R-HSA-416588;R-HSA-434989;R-HSA-400682;R-HSA-373748;R-HSA-373750;R-HSA-416562;R-HSA-416594;R-HSA-373746;R-HSA-419646"
R-HSA-186797,"Signaling by PDGF",2,70,0.004912970241437394,0.6063990505371963,0.6063990505371963,3,28,0.0022749431264218393,9606,Homo sapiens,"SRC;STAT4","","R-HSA-186819;R-HSA-380780;R-HSA-380782"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",2,70,0.004912970241437394,0.6063990505371963,0.6063990505371963,2,42,0.0034124146896327592,9606,Homo sapiens,"ACACB","","R-HSA-2426153;R-HSA-1655830"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",4,144,0.010106681639528355,0.6065387974385952,0.6065387974385952,4,14,0.0011374715632109197,9606,Homo sapiens,"SCCPDH;PRKCB;STX4;FERMT3","","R-HSA-481007;R-HSA-114553;R-HSA-114683;R-HSA-114684"
R-HSA-8874081,"MET activates PTK2 signaling",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,3,5,4.062398440038999E-4,9606,Homo sapiens,"SRC","","R-HSA-8874083;R-HSA-8874082;R-HSA-8874080"
R-HSA-110373,"Resolution of AP sites via the multiple-nucleotide patch replacement pathway",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,6,19,0.0015437114072148197,9606,Homo sapiens,"POLD4","","R-HSA-110368;R-HSA-110371;R-HSA-5651809;R-HSA-110363;R-HSA-5651805;R-HSA-110364"
R-HSA-1660514,"Synthesis of PIPs at the Golgi membrane",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,2,11,8.937276568085798E-4,9606,Homo sapiens,"FKBP11","","R-HSA-1676152;R-HSA-1675883"
R-HSA-9022699,"MECP2 regulates neuronal receptors and channels",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,4,26,0.0021124471888202797,9606,Homo sapiens,"HDAC2","","R-HSA-9022365;R-HSA-9017921;R-HSA-9017954;R-HSA-9022359"
R-HSA-210500,"Glutamate Neurotransmitter Release Cycle",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,1,8,6.499837504062399E-4,9606,Homo sapiens,"ARL6IP5","","R-HSA-210404"
R-HSA-70635,"Urea cycle",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,1,8,6.499837504062399E-4,9606,Homo sapiens,"ASL","","R-HSA-70573"
R-HSA-8934593,"Regulation of RUNX1 Expression and Activity",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,2,19,0.0015437114072148197,9606,Homo sapiens,"SRC","","R-HSA-8937728;R-HSA-8937682"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",1,32,0.0022459292532285235,0.6075543945343376,0.6075543945343376,1,17,0.0013812154696132596,9606,Homo sapiens,"TMED10;TICAM2","","R-HSA-2562564"
R-HSA-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",2,71,0.004983155530600786,0.6140897072820906,0.6140897072820906,3,3,2.4374390640233994E-4,9606,Homo sapiens,"TUBG1;HAUS1","","R-HSA-380294;R-HSA-380272;R-HSA-380303"
R-HSA-380259,"Loss of Nlp from mitotic centrosomes",2,71,0.004983155530600786,0.6140897072820906,0.6140897072820906,2,2,1.6249593760155997E-4,9606,Homo sapiens,"TUBG1;HAUS1","","R-HSA-380272;R-HSA-380303"
R-HSA-8848021,"Signaling by PTK6",2,71,0.004983155530600786,0.6140897072820906,0.6140897072820906,2,53,0.004306142346441339,9606,Homo sapiens,"CDKN1B;CCNE1","","R-HSA-8848436;R-HSA-8848414"
R-HSA-9006927,"Signaling by Non-Receptor Tyrosine Kinases",2,71,0.004983155530600786,0.6140897072820906,0.6140897072820906,2,53,0.004306142346441339,9606,Homo sapiens,"CDKN1B;CCNE1","","R-HSA-8848436;R-HSA-8848414"
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",4,146,0.010247052217855138,0.6172981143978558,0.6172981143978558,10,29,0.0023561910952226194,9606,Homo sapiens,"NDUFB11;ETFB;SDHA;COQ10A","","R-HSA-6799191;R-HSA-163217;R-HSA-169270;R-HSA-6799202;R-HSA-6799197;R-HSA-6799196;R-HSA-6799179;R-HSA-6799178;R-HSA-169260;R-HSA-163213"
R-HSA-3928663,"EPHA-mediated growth cone collapse",1,33,0.0023161145423919146,0.6188724442569735,0.6188724442569735,3,4,3.2499187520311994E-4,9606,Homo sapiens,"SRC","","R-HSA-3928651;R-HSA-3928602;R-HSA-3928648"
R-HSA-9006115,"Signaling by NTRK2 (TRKB)",1,33,0.0023161145423919146,0.6188724442569735,0.6188724442569735,1,38,0.0030874228144296394,9606,Homo sapiens,"SRC","","R-HSA-9037040"
R-HSA-1234176,"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",2,72,0.0050533408197641775,0.6216649786777698,0.6216649786777698,6,12,9.749756256093598E-4,9606,Homo sapiens,"RPN2;LIMD1","","R-HSA-1234163;R-HSA-1234179;R-HSA-1234177;R-HSA-1234183;R-HSA-1234159;R-HSA-1234173"
R-HSA-1169091,"Activation of NF-kappaB in B cells",2,72,0.0050533408197641775,0.6216649786777698,0.6216649786777698,3,10,8.124796880077998E-4,9606,Homo sapiens,"RPN2;PRKCB","","R-HSA-1168640;R-HSA-1168373;R-HSA-1168635"
R-HSA-5685942,"HDR through Homologous Recombination (HRR)",2,72,0.0050533408197641775,0.6216649786777698,0.6216649786777698,3,19,0.0015437114072148197,9606,Homo sapiens,"POLD4;STT3A","","R-HSA-5685230;R-HSA-5685242;R-HSA-5693593"
R-HSA-191273,"Cholesterol biosynthesis",2,72,0.0050533408197641775,0.6216649786777698,0.6216649786777698,3,32,0.0025999350016249595,9606,Homo sapiens,"EBP;ACAT2","","R-HSA-8848215;R-HSA-195690;R-HSA-6807052"
R-HSA-156580,"Phase II - Conjugation of compounds",7,258,0.01810780460415497,0.6282257818813759,0.6282257818813759,5,72,0.005849853753656159,9606,Homo sapiens,"TPST1;GSTP1;GSS;MGST3;ESD;MGST1;MGST2","","R-HSA-176054;R-HSA-174394;R-HSA-176059;R-HSA-5693724;R-HSA-8954262"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",2,73,0.005123526108927569,0.6291251208644983,0.6291251208644983,36,36,0.0029249268768280793,9606,Homo sapiens,"RAP1A;STAT4","","R-HSA-8950344;R-HSA-8950218;R-HSA-8950732;R-HSA-8950415;R-HSA-9617941;R-HSA-8950721;R-HSA-8950533;R-HSA-8950213;R-HSA-8950681;R-HSA-8950426;R-HSA-8950684;R-HSA-8950365;R-HSA-8950173;R-HSA-9006431;R-HSA-8950367;R-HSA-8950175;R-HSA-8950623;R-HSA-8981073;R-HSA-8950480;R-HSA-8950608;R-HSA-8950225;R-HSA-8950292;R-HSA-8950314;R-HSA-8950634;R-HSA-8950637;R-HSA-8950190;R-HSA-8950567;R-HSA-8950328;R-HSA-8950201;R-HSA-8950586;R-HSA-8950718;R-HSA-8950322;R-HSA-8950771;R-HSA-8950260;R-HSA-8950389;R-HSA-8950581"
R-HSA-68949,"Orc1 removal from chromatin",2,73,0.005123526108927569,0.6291251208644983,0.6291251208644983,2,4,3.2499187520311994E-4,9606,Homo sapiens,"CDT1;RPN2","","R-HSA-68944;R-HSA-68948"
R-HSA-1793185,"Chondroitin sulfate/dermatan sulfate metabolism",2,73,0.005123526108927569,0.6291251208644983,0.6291251208644983,7,28,0.0022749431264218393,9606,Homo sapiens,"HEXB;SDC1","","R-HSA-1889981;R-HSA-9638064;R-HSA-1889978;R-HSA-9638075;R-HSA-2105001;R-HSA-1878002;R-HSA-1889955"
R-HSA-5654732,"Negative regulation of FGFR3 signaling",1,34,0.002386299831555306,0.6298648457866932,0.6298648457866932,1,14,0.0011374715632109197,9606,Homo sapiens,"SRC","","R-HSA-1295609"
R-HSA-8854518,"AURKA Activation by TPX2",2,74,0.0051937113980909605,0.6364704706329161,0.6364704706329161,2,2,1.6249593760155997E-4,9606,Homo sapiens,"TUBG1;HAUS1","","R-HSA-8853405;R-HSA-8853419"
R-HSA-8948751,"Regulation of PTEN stability and activity",2,74,0.0051937113980909605,0.6364704706329161,0.6364704706329161,2,13,0.0010562235944101398,9606,Homo sapiens,"RPN2;NEDD4","","R-HSA-8850992;R-HSA-6807134"
R-HSA-72086,"mRNA Capping",1,35,0.002456485120718697,0.6405409468968544,0.6405409468968544,10,11,8.937276568085798E-4,9606,Homo sapiens,"POLR2I","","R-HSA-77073;R-HSA-77090;R-HSA-77077;R-HSA-77095;R-HSA-77078;R-HSA-77081;R-HSA-77083;R-HSA-77069;R-HSA-77085;R-HSA-77068"
R-HSA-917729,"Endosomal Sorting Complex Required For Transport (ESCRT)",1,35,0.002456485120718697,0.6405409468968544,0.6405409468968544,2,4,3.2499187520311994E-4,9606,Homo sapiens,"CHMP2A","","R-HSA-917693;R-HSA-917700"
R-HSA-9615710,"Microautophagy",1,35,0.002456485120718697,0.6405409468968544,0.6405409468968544,1,3,2.4374390640233994E-4,9606,Homo sapiens,"CHMP2A","","R-HSA-9631065"
R-HSA-5656169,"Termination of translesion DNA synthesis",1,35,0.002456485120718697,0.6405409468968544,0.6405409468968544,2,9,7.312317192070198E-4,9606,Homo sapiens,"POLD4","","R-HSA-5653840;R-HSA-5653838"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",1,35,0.002456485120718697,0.6405409468968544,0.6405409468968544,2,16,0.0012999675008124798,9606,Homo sapiens,"RPS6KA2","","R-HSA-199895;R-HSA-198746"
R-HSA-418360,"Platelet calcium homeostasis",1,35,0.002456485120718697,0.6405409468968544,0.6405409468968544,1,8,6.499837504062399E-4,9606,Homo sapiens,"SRI","","R-HSA-425661"
R-HSA-5654733,"Negative regulation of FGFR4 signaling",1,35,0.002456485120718697,0.6405409468968544,0.6405409468968544,1,14,0.0011374715632109197,9606,Homo sapiens,"SRC","","R-HSA-1295609"
R-HSA-1650814,"Collagen biosynthesis and modifying enzymes",2,76,0.005334081976417743,0.6508185145576866,0.6508185145576866,7,51,0.004143646408839779,9606,Homo sapiens,"P4HB;PPIB","","R-HSA-1650808;R-HSA-8948234;R-HSA-2002460;R-HSA-1980233;R-HSA-2022073;R-HSA-8948226;R-HSA-8948230"
R-HSA-2424491,"DAP12 signaling",1,36,0.0025266704098820887,0.6509098276613574,0.6509098276613574,10,17,0.0013812154696132596,9606,Homo sapiens,"B2M","","R-HSA-2395412;R-HSA-2424484;R-HSA-210289;R-HSA-2424486;R-HSA-2424487;R-HSA-2424480;R-HSA-2396594;R-HSA-2424482;R-HSA-2395439;R-HSA-2395801"
R-HSA-76046,"RNA Polymerase III Transcription Initiation",1,36,0.0025266704098820887,0.6509098276613574,0.6509098276613574,6,13,0.0010562235944101398,9606,Homo sapiens,"ACP2","","R-HSA-112150;R-HSA-112152;R-HSA-76056;R-HSA-83803;R-HSA-83805;R-HSA-76060"
R-HSA-68962,"Activation of the pre-replicative complex",1,36,0.0025266704098820887,0.6509098276613574,0.6509098276613574,3,9,7.312317192070198E-4,9606,Homo sapiens,"CDT1","","R-HSA-69299;R-HSA-68919;R-HSA-68940"
R-HSA-380972,"Energy dependent regulation of mTOR by LKB1-AMPK",1,36,0.0025266704098820887,0.6509098276613574,0.6509098276613574,2,7,5.687357816054598E-4,9606,Homo sapiens,"RRAGD","","R-HSA-447074;R-HSA-380979"
R-HSA-2206281,"Mucopolysaccharidoses",1,36,0.0025266704098820887,0.6509098276613574,0.6509098276613574,3,22,0.0017874553136171597,9606,Homo sapiens,"GUSB","","R-HSA-2318373;R-HSA-9036068;R-HSA-9036070"
R-HSA-936440,"Negative regulators of DDX58/IFIH1 signaling",1,36,0.0025266704098820887,0.6509098276613574,0.6509098276613574,1,13,0.0010562235944101398,9606,Homo sapiens,"NLRX1","","R-HSA-936564"
R-HSA-448424,"Interleukin-17 signaling",2,77,0.005404267265581134,0.6578222431117083,0.6578222431117083,3,35,0.0028436789080272993,9606,Homo sapiens,"RPS6KA2;IL17RB","","R-HSA-199895;R-HSA-447219;R-HSA-198746"
R-HSA-167158,"Formation of the HIV-1 Early Elongation Complex",1,37,0.0025968556990454803,0.6609803081028658,0.6609803081028658,5,5,4.062398440038999E-4,9606,Homo sapiens,"POLR2I","","R-HSA-167072;R-HSA-167089;R-HSA-167478;R-HSA-167083;R-HSA-167085"
R-HSA-113418,"Formation of the Early Elongation Complex",1,37,0.0025968556990454803,0.6609803081028658,0.6609803081028658,3,3,2.4374390640233994E-4,9606,Homo sapiens,"POLR2I","","R-HSA-113402;R-HSA-113407;R-HSA-112383"
R-HSA-162588,"Budding and maturation of HIV virion",1,37,0.0025968556990454803,0.6609803081028658,0.6609803081028658,2,3,2.4374390640233994E-4,9606,Homo sapiens,"CHMP2A","","R-HSA-3159232;R-HSA-3159227"
R-HSA-399719,"Trafficking of AMPA receptors",1,37,0.0025968556990454803,0.6609803081028658,0.6609803081028658,2,4,3.2499187520311994E-4,9606,Homo sapiens,"PRKCB","","R-HSA-421007;R-HSA-416639"
R-HSA-2022854,"Keratan sulfate biosynthesis",1,37,0.0025968556990454803,0.6609803081028658,0.6609803081028658,1,9,7.312317192070198E-4,9606,Homo sapiens,"CHST2","","R-HSA-2046222"
R-HSA-5673000,"RAF activation",1,37,0.0025968556990454803,0.6609803081028658,0.6609803081028658,1,10,8.124796880077998E-4,9606,Homo sapiens,"SRC","","R-HSA-5672969"
R-HSA-174417,"Telomere C-strand (Lagging Strand) Synthesis",1,38,0.0026670409882088714,0.6707609556231282,0.6707609556231282,9,14,0.0011374715632109197,9606,Homo sapiens,"POLD4","","R-HSA-174451;R-HSA-174448;R-HSA-174438;R-HSA-174456;R-HSA-174441;R-HSA-174446;R-HSA-176702;R-HSA-174444;R-HSA-174445"
R-HSA-69190,"DNA strand elongation",1,38,0.0026670409882088714,0.6707609556231282,0.6707609556231282,7,15,0.0012187195320116997,9606,Homo sapiens,"POLD4","","R-HSA-69152;R-HSA-69074;R-HSA-69140;R-HSA-69127;R-HSA-69142;R-HSA-69144;R-HSA-69116"
R-HSA-111465,"Apoptotic cleavage of cellular proteins",1,38,0.0026670409882088714,0.6707609556231282,0.6707609556231282,1,38,0.0030874228144296394,9606,Homo sapiens,"STK3","","R-HSA-351901"
R-HSA-1445148,"Translocation of SLC2A4 (GLUT4) to the plasma membrane",2,79,0.0055446378439079165,0.6714921750775131,0.6714921750775131,3,15,0.0012187195320116997,9606,Homo sapiens,"STX4;SFN","","R-HSA-1449574;R-HSA-1454689;R-HSA-1445149"
R-HSA-159227,"Transport of the SLBP independent Mature mRNA",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,3,3,2.4374390640233994E-4,9606,Homo sapiens,"ALYREF","","R-HSA-158481;R-HSA-158484;R-HSA-111439"
R-HSA-167243,"Tat-mediated HIV elongation arrest and recovery",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,3,3,2.4374390640233994E-4,9606,Homo sapiens,"POLR2I","","R-HSA-167090;R-HSA-167459;R-HSA-167148"
R-HSA-167238,"Pausing and recovery of Tat-mediated HIV elongation",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,2,2,1.6249593760155997E-4,9606,Homo sapiens,"POLR2I","","R-HSA-167076;R-HSA-167150"
R-HSA-442742,"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,5,7,5.687357816054598E-4,9606,Homo sapiens,"RPS6KA2","","R-HSA-9619843;R-HSA-442724;R-HSA-9029434;R-HSA-442739;R-HSA-9620004"
R-HSA-176187,"Activation of ATR in response to replication stress",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,3,9,7.312317192070198E-4,9606,Homo sapiens,"STT3A","","R-HSA-75010;R-HSA-69604;R-HSA-176116"
R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,2,9,7.312317192070198E-4,9606,Homo sapiens,"PRKCB","","R-HSA-421007;R-HSA-416639"
R-HSA-6804758,"Regulation of TP53 Activity through Acetylation",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,1,14,0.0011374715632109197,9606,Homo sapiens,"HDAC2","","R-HSA-6805650"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,1,15,0.0012187195320116997,9606,Homo sapiens,"SRC","","R-HSA-1295609"
R-HSA-389356,"CD28 co-stimulation",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,1,19,0.0015437114072148197,9606,Homo sapiens,"SRC","","R-HSA-388831"
R-HSA-3781860,"Diseases associated with N-glycosylation of proteins",1,39,0.002737226277372263,0.6802600922214064,0.6802600922214064,1,23,0.0018687032824179395,9606,Homo sapiens,"ALG8","","R-HSA-4724330"
R-HSA-2672351,"Stimuli-sensing channels",3,120,0.008422234699606962,0.6810014903015402,0.6810014903015402,2,25,0.0020311992200194996,9606,Homo sapiens,"MCOLN3;MLKL;SRI","","R-HSA-2855020;R-HSA-3295579"
R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",4,159,0.011159460976979224,0.682627161555071,0.682627161555071,4,63,0.005118622034449139,9606,Homo sapiens,"ALG8;FCSK;GMPPA;NANS","","R-HSA-6787540;R-HSA-446221;R-HSA-446189;R-HSA-4084976"
R-HSA-4086398,"Ca2+ pathway",2,81,0.0056850084222346995,0.6847168208461323,0.6847168208461323,5,27,0.0021936951576210593,9606,Homo sapiens,"GNGT2;GNG5","","R-HSA-398193;R-HSA-3965444;R-HSA-3965447;R-HSA-3965441;R-HSA-398040"
R-HSA-5663084,"Diseases of carbohydrate metabolism",2,81,0.0056850084222346995,0.6847168208461323,0.6847168208461323,4,44,0.0035749106272343193,9606,Homo sapiens,"SLC37A4;GUSB","","R-HSA-2318373;R-HSA-9036068;R-HSA-9036070;R-HSA-3229118"
R-HSA-167287,"HIV elongation arrest and recovery",1,40,0.002807411566535654,0.6894858015072802,0.6894858015072802,3,3,2.4374390640233994E-4,9606,Homo sapiens,"POLR2I","","R-HSA-167284;R-HSA-167288;R-HSA-167481"
R-HSA-167290,"Pausing and recovery of HIV elongation",1,40,0.002807411566535654,0.6894858015072802,0.6894858015072802,2,2,1.6249593760155997E-4,9606,Homo sapiens,"POLR2I","","R-HSA-167282;R-HSA-167292"
R-HSA-2022928,"HS-GAG biosynthesis",1,40,0.002807411566535654,0.6894858015072802,0.6894858015072802,13,14,0.0011374715632109197,9606,Homo sapiens,"SDC1","","R-HSA-2076383;R-HSA-2076508;R-HSA-2076371;R-HSA-2024108;R-HSA-2022860;R-HSA-2022856;R-HSA-2076392;R-HSA-2022887;R-HSA-2022919;R-HSA-2024100;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851"
R-HSA-1482788,"Acyl chain remodelling of PC",1,40,0.002807411566535654,0.6894858015072802,0.6894858015072802,2,9,7.312317192070198E-4,9606,Homo sapiens,"MBOAT2","","R-HSA-1482533;R-HSA-1482547"
R-HSA-163359,"Glucagon signaling in metabolic regulation",1,40,0.002807411566535654,0.6894858015072802,0.6894858015072802,1,6,4.874878128046799E-4,9606,Homo sapiens,"GNG5","","R-HSA-825631"
R-HSA-4090294,"SUMOylation of intracellular receptors",1,40,0.002807411566535654,0.6894858015072802,0.6894858015072802,2,25,0.0020311992200194996,9606,Homo sapiens,"NR6A1","","R-HSA-4546385;R-HSA-4546386"
R-HSA-1236394,"Signaling by ERBB4",2,82,0.005755193711398091,0.6911641329637543,0.6911641329637543,4,52,0.004224894377640559,9606,Homo sapiens,"SRC;NEDD4","","R-HSA-9612219;R-HSA-1973956;R-HSA-1252013;R-HSA-1977296"
R-HSA-418346,"Platelet homeostasis",3,123,0.008632790567097136,0.6969251781288097,0.6969251781288097,4,30,0.0024374390640233994,9606,Homo sapiens,"GNGT2;GNG5;SRI","","R-HSA-392852;R-HSA-392870;R-HSA-425661;R-HSA-392874"
R-HSA-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",2,83,0.005825379000561483,0.6975025816481641,0.6975025816481641,2,10,8.124796880077998E-4,9606,Homo sapiens,"CDKN1A;RPN2","","R-HSA-8852354;R-HSA-8852362"
R-HSA-8939902,"Regulation of RUNX2 expression and activity",2,83,0.005825379000561483,0.6975025816481641,0.6975025816481641,6,32,0.0025999350016249595,9606,Homo sapiens,"RPN2;STAT4","","R-HSA-8939801;R-HSA-9008475;R-HSA-9008015;R-HSA-9007999;R-HSA-9008110;R-HSA-9009362"
R-HSA-1169408,"ISG15 antiviral mechanism",2,83,0.005825379000561483,0.6975025816481641,0.6975025816481641,3,16,0.0012999675008124798,9606,Homo sapiens,"NEDD4;STAT4","","R-HSA-1678841;R-HSA-1169399;R-HSA-1169406"
R-HSA-917937,"Iron uptake and transport",2,83,0.005825379000561483,0.6975025816481641,0.6975025816481641,2,34,0.0027624309392265192,9606,Homo sapiens,"TCIRG1;ATP6V1C2","","R-HSA-5252133;R-HSA-917841"
R-HSA-5633008,"TP53 Regulates Transcription of Cell Death Genes",2,83,0.005825379000561483,0.6975025816481641,0.6975025816481641,2,68,0.0055248618784530384,9606,Homo sapiens,"PMAIP1","","R-HSA-4331331;R-HSA-140214"
R-HSA-5693616,"Presynaptic phase of homologous DNA pairing and strand exchange",1,41,0.0028775968556990455,0.6984459355133712,0.6984459355133712,2,5,4.062398440038999E-4,9606,Homo sapiens,"STT3A","","R-HSA-5685230;R-HSA-5685242"
R-HSA-5654727,"Negative regulation of FGFR2 signaling",1,41,0.0028775968556990455,0.6984459355133712,0.6984459355133712,1,14,0.0011374715632109197,9606,Homo sapiens,"SRC","","R-HSA-1295609"
R-HSA-6783310,"Fanconi Anemia Pathway",1,42,0.0029477821448624366,0.7071481213139186,0.7071481213139186,10,13,0.0010562235944101398,9606,Homo sapiens,"CENPX","","R-HSA-6786166;R-HSA-6785126;R-HSA-6785732;R-HSA-6785986;R-HSA-6785361;R-HSA-6788385;R-HSA-6785087;R-HSA-6785342;R-HSA-6786171;R-HSA-6788392"
R-HSA-1482839,"Acyl chain remodelling of PE",1,42,0.0029477821448624366,0.7071481213139186,0.7071481213139186,2,9,7.312317192070198E-4,9606,Homo sapiens,"MBOAT2","","R-HSA-1482646;R-HSA-1482667"
R-HSA-163560,"Triglyceride catabolism",1,42,0.0029477821448624366,0.7071481213139186,0.7071481213139186,2,17,0.0013812154696132596,9606,Homo sapiens,"PNPLA4","","R-HSA-8848355;R-HSA-8848338"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",1,42,0.0029477821448624366,0.7071481213139186,0.7071481213139186,1,20,0.0016249593760155996,9606,Homo sapiens,"ARNTL2","","R-HSA-549364"
R-HSA-8964043,"Plasma lipoprotein clearance",1,42,0.0029477821448624366,0.7071481213139186,0.7071481213139186,1,35,0.0028436789080272993,9606,Homo sapiens,"ACAT2","","R-HSA-8876696"
R-HSA-913531,"Interferon Signaling",10,392,0.027512633352049412,0.7091912757889849,0.7091912757889849,7,66,0.005362365940851478,9606,Homo sapiens,"BST2;NEDD4;STAT4;B2M;ICAM1;TRIM45","","R-HSA-1678841;R-HSA-1169399;R-HSA-1015702;R-HSA-1031716;R-HSA-1015699;R-HSA-1031713;R-HSA-1169406"
R-HSA-1234174,"Cellular response to hypoxia",2,85,0.005965749578888265,0.7098565654062963,0.7098565654062963,6,20,0.0016249593760155996,9606,Homo sapiens,"RPN2;LIMD1","","R-HSA-1234163;R-HSA-1234179;R-HSA-1234177;R-HSA-1234183;R-HSA-1234159;R-HSA-1234173"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",3,126,0.00884334643458731,0.712240905486681,0.712240905486681,2,7,5.687357816054598E-4,9606,Homo sapiens,"SRC;ESR2","","R-HSA-2316434;R-HSA-8857925"
R-HSA-6804757,"Regulation of TP53 Degradation",1,43,0.003017967434025828,0.715599767454558,0.715599767454558,3,30,0.0024374390640233994,9606,Homo sapiens,"CDKN2A","","R-HSA-6804998;R-HSA-6804996;R-HSA-6804879"
R-HSA-8853659,"RET signaling",1,43,0.003017967434025828,0.715599767454558,0.715599767454558,1,24,0.0019499512512187196,9606,Homo sapiens,"SRC","","R-HSA-8855747"
R-HSA-1660662,"Glycosphingolipid metabolism",2,86,0.006035934868051656,0.7158740304683329,0.7158740304683329,3,32,0.0025999350016249595,9606,Homo sapiens,"SMPD3;HEXB","","R-HSA-1605595;R-HSA-1605632;R-HSA-1606273"
R-HSA-6783783,"Interleukin-10 signaling",2,86,0.006035934868051656,0.7158740304683329,0.7158740304683329,1,15,0.0012187195320116997,9606,Homo sapiens,"ICAM1","","R-HSA-8937656"
