NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
KATNB1,KATNB1,null,null,-0.015284897
CLOCK,CLOCK,null,null,-0.015285964
RPL36AL,RPL36AL,null,null,-0.015287895
KLHDC4,KLHDC4,null,null,-0.015296917
DAPK2,DAPK2,null,null,-0.015305536
AC025159.1,AC025159.1,null,null,-0.015308895
AC138150.1,AC138150.1,null,null,-0.015330307
ZNF384,ZNF384,null,null,-0.015336228
VSIG10,VSIG10,null,null,-0.0153435
THADA,THADA,null,null,-0.015346142
SNORD14D,SNORD14D,null,null,-0.015350699
RNF130,RNF130,null,null,-0.015357627
P2RY13,P2RY13,null,null,-0.015364414
HARS,HARS,null,null,-0.015364549
PELO,PELO,null,null,-0.015366837
PER1,PER1,null,null,-0.01536731
PRC1,PRC1,null,null,-0.015373038
KLHL26,KLHL26,null,null,-0.015385939
STAT5A,STAT5A,null,null,-0.015399746
MTND6P4,MTND6P4,null,null,-0.015404025
TIMP3,TIMP3,null,null,-0.015409523
PSKH1,PSKH1,null,null,-0.015420268
USF1,USF1,null,null,-0.01542429
ALKBH7,ALKBH7,null,null,-0.01544452
LDHA,LDHA,null,null,-0.015445683
LINC02210,LINC02210,null,null,-0.015451306
MKI67,MKI67,null,null,-0.015455809
FANCE,FANCE,null,null,-0.015462496
DTNB,DTNB,null,null,-0.015465464
BACE1-AS,BACE1-AS,null,null,-0.015478008
ZNF155,ZNF155,null,null,-0.015494877
ROBO3,ROBO3,null,null,-0.015498027
MORC2-AS1,MORC2-AS1,null,null,-0.015499957
RIN3,RIN3,null,null,-0.01551039
CENPP,CENPP,null,null,-0.015520444
EIF4A3,EIF4A3,null,null,-0.015522704
AC010336.4,AC010336.4,null,null,-0.015533545
AL358115.1,AL358115.1,null,null,-0.015543227
PTMA,PTMA,null,null,-0.015571939
TTC24,TTC24,null,null,-0.015572013
HLA-L,HLA-L,null,null,-0.015579446
RPL13,RPL13,null,null,-0.015581793
TRAM1,TRAM1,null,null,-0.015582569
ERG,ERG,null,null,-0.015584546
DDB1,DDB1,null,null,-0.01559138
AC005520.1,AC005520.1,null,null,-0.015601971
ITFG2-AS1,ITFG2-AS1,null,null,-0.015604927
MADD,MADD,null,null,-0.015619116
PPM1B,PPM1B,null,null,-0.015619986
SLC35F6,SLC35F6,null,null,-0.015620534
SRXN1,SRXN1,null,null,-0.015621467
ZNF460,ZNF460,null,null,-0.015625242
ST7L,ST7L,null,null,-0.015640095
DEGS2,DEGS2,null,null,-0.015664546
GIMAP7,GIMAP7,null,null,-0.015681146
SART1,SART1,null,null,-0.015685763
SRR,SRR,null,null,-0.01568792
TOM1L1,TOM1L1,null,null,-0.015691536
STXBP2,STXBP2,null,null,-0.015722984
SLC20A1,SLC20A1,null,null,-0.015735725
DERL3,DERL3,null,null,-0.015738035
GIMAP6,GIMAP6,null,null,-0.015739914
DAP3,DAP3,null,null,-0.01575589
IL16,IL16,null,null,-0.01576123
ALG14,ALG14,null,null,-0.015774045
CARHSP1,CARHSP1,null,null,-0.01578345
AL441883.1,AL441883.1,null,null,-0.01578851
METAP1D,METAP1D,null,null,-0.015809076
MED29,MED29,null,null,-0.0158412
RHBDF1,RHBDF1,null,null,-0.015848773
KDM5C,KDM5C,null,null,-0.015854944
G6PD,G6PD,null,null,-0.015855553
FBXO42,FBXO42,null,null,-0.015859634
CMC4,CMC4,null,null,-0.015867116
NDUFB3,NDUFB3,null,null,-0.015881488
FAM228B,FAM228B,null,null,-0.015907988
BRD3,BRD3,null,null,-0.01590882
NFASC,NFASC,null,null,-0.015956627
RNF114,RNF114,null,null,-0.015980875
DYSF,DYSF,null,null,-0.015988715
SMARCC2,SMARCC2,null,null,-0.015995419
SNRPGP2,SNRPGP2,null,null,-0.016033532
APLP2,APLP2,null,null,-0.01603368
NRN1,NRN1,null,null,-0.016044687
HEIH,HEIH,null,null,-0.016055653
ARHGEF25,ARHGEF25,null,null,-0.016078
HNRNPH1,HNRNPH1,null,null,-0.016102763
ZNF19,ZNF19,null,null,-0.016106892
LY96,LY96,null,null,-0.016126744
GTF2H2,GTF2H2,null,null,-0.016126981
CABP7,CABP7,null,null,-0.01613088
RPS23,RPS23,null,null,-0.016138105
BMP3,BMP3,null,null,-0.016140576
ZNF767P,ZNF767P,null,null,-0.016142689
EEFSEC,EEFSEC,null,null,-0.016160425
SSR1,SSR1,null,null,-0.016176157
CLTB,CLTB,null,null,-0.016179519
WIPF2,WIPF2,null,null,-0.016191745
ISY1-RAB43,ISY1-RAB43,null,null,-0.016207682
RRM2,RRM2,null,null,-0.016210895
MGAT5B,MGAT5B,null,null,-0.016221698
AC119674.2,AC119674.2,null,null,-0.016224308
THOC3,THOC3,null,null,-0.01622735
ZNF814,ZNF814,null,null,-0.016250728
MZT2A,MZT2A,null,null,-0.016253393
TP53I3,TP53I3,null,null,-0.016271489
PEX19,PEX19,null,null,-0.016278798
FSD2,FSD2,null,null,-0.016295128
AC092667.1,AC092667.1,null,null,-0.016306154
SCART1,SCART1,null,null,-0.01633503
AC005329.1,AC005329.1,null,null,-0.016339393
AOX1,AOX1,null,null,-0.01638076
AC009065.7,AC009065.7,null,null,-0.016381415
STX11,STX11,null,null,-0.016390985
RIN2,RIN2,null,null,-0.016395196
BCL7B,BCL7B,null,null,-0.01640608
AC012321.1,AC012321.1,null,null,-0.016417606
MAP4K2,MAP4K2,null,null,-0.016418228
UBFD1,UBFD1,null,null,-0.01642466
NFAT5,NFAT5,null,null,-0.016448092
ST6GAL1,ST6GAL1,null,null,-0.016452866
AC007610.2,AC007610.2,null,null,-0.016460072
ZSWIM3,ZSWIM3,null,null,-0.01647437
SCFD2,SCFD2,null,null,-0.016481955
ADORA2A,ADORA2A,null,null,-0.01648222
DDR2,DDR2,null,null,-0.01648397
SOD2,SOD2,null,null,-0.016484052
DRAM1,DRAM1,null,null,-0.016496275
CREG1,CREG1,null,null,-0.016503675
CDKN3,CDKN3,null,null,-0.01650555
SLFNL1,SLFNL1,null,null,-0.016508777
RPS6KA1,RPS6KA1,null,null,-0.016526062
GATB,GATB,null,null,-0.016533004
CASK,CASK,null,null,-0.016538301
ABCB6,ABCB6,null,null,-0.016538434
AC100861.2,AC100861.2,null,null,-0.01654921
C1orf74,C1orf74,null,null,-0.01654935
S100A11,S100A11,null,null,-0.01655655
ATXN10,ATXN10,null,null,-0.016561853
AC135048.1,AC135048.1,null,null,-0.01657462
CORO1B,CORO1B,null,null,-0.016575566
RBM5,RBM5,null,null,-0.016578043
SPTLC2,SPTLC2,null,null,-0.01658331
C3orf18,C3orf18,null,null,-0.016592756
CCDC8,CCDC8,null,null,-0.01659917
FKBP7,FKBP7,null,null,-0.016609877
TSNAXIP1,TSNAXIP1,null,null,-0.016615937
HBEGF,HBEGF,null,null,-0.016624093
SLC1A4,SLC1A4,null,null,-0.016636172
SMAP1,SMAP1,null,null,-0.016668227
AC068831.1,AC068831.1,null,null,-0.016722564
RASAL1,RASAL1,null,null,-0.016728524
PTPN2,PTPN2,null,null,-0.016754583
DEF6,DEF6,null,null,-0.016768167
FSTL3,FSTL3,null,null,-0.016776582
GFPT2,GFPT2,null,null,-0.016779868
PPP2CB,PPP2CB,null,null,-0.016788315
RAVER1,RAVER1,null,null,-0.016795153
ZNF212,ZNF212,null,null,-0.016798044
NUP210,NUP210,null,null,-0.016841426
INPP5F,INPP5F,null,null,-0.01685008
PACS1,PACS1,null,null,-0.016851744
CCT5,CCT5,null,null,-0.016922291
PKD1,PKD1,null,null,-0.016930375
E2F6,E2F6,null,null,-0.016943738
AC005944.1,AC005944.1,null,null,-0.016947765
AC022167.2,AC022167.2,null,null,-0.016964579
PLEKHG3,PLEKHG3,null,null,-0.016979294
FPR1,FPR1,null,null,-0.016982056
PRPSAP1,PRPSAP1,null,null,-0.016995389
UBE3B,UBE3B,null,null,-0.017005486
MIR4658,MIR4658,null,null,-0.017006068
ASB16,ASB16,null,null,-0.017009364
ARAP1,ARAP1,null,null,-0.017032132
SMARCB1,SMARCB1,null,null,-0.01704122
NRAV,NRAV,null,null,-0.017041473
BAG3,BAG3,null,null,-0.01704219
ERMARD,ERMARD,null,null,-0.01705207
DSC2,DSC2,null,null,-0.017057601
CXCR4,CXCR4,null,null,-0.017060565
KLF9,KLF9,null,null,-0.017062562
ATP5IF1,ATP5IF1,null,null,-0.017073268
PPOX,PPOX,null,null,-0.017078457
MGRN1,MGRN1,null,null,-0.017094167
AP2A1,AP2A1,null,null,-0.017113784
MT-TD,MT-TD,null,null,-0.017115004
RIC8A,RIC8A,null,null,-0.017118813
PCBP2,PCBP2,null,null,-0.017124925
TMEM202-AS1,TMEM202-AS1,null,null,-0.01713069
PCGF1,PCGF1,null,null,-0.017133491
CLUH,CLUH,null,null,-0.017134447
GET3,GET3,null,null,-0.017138127
AC083862.2,AC083862.2,null,null,-0.017146893
KCTD5,KCTD5,null,null,-0.017155683
SEC11A,SEC11A,null,null,-0.017166594
TMEM164,TMEM164,null,null,-0.017170615
CDC45,CDC45,null,null,-0.017187584
RGCC,RGCC,null,null,-0.017207697
RNF126,RNF126,null,null,-0.017241547
EARS2,EARS2,null,null,-0.017246787
PRR7,PRR7,null,null,-0.017247759
AC089999.2,AC089999.2,null,null,-0.017250992
RPL32,RPL32,null,null,-0.017269583
SLC22A5,SLC22A5,null,null,-0.017274171
PVT1,PVT1,null,null,-0.017275319
BORCS6,BORCS6,null,null,-0.017297897
PABPN1,PABPN1,null,null,-0.01729856
CMIP,CMIP,null,null,-0.017299853
C2orf92,C2orf92,null,null,-0.017326266
MYL12A,MYL12A,null,null,-0.017327009
AC129492.3,AC129492.3,null,null,-0.017338846
AC116348.3,AC116348.3,null,null,-0.017340155
TAPT1-AS1,TAPT1-AS1,null,null,-0.017358195
BTRC,BTRC,null,null,-0.01737031
GRB2,GRB2,null,null,-0.017374517
AC063977.6,AC063977.6,null,null,-0.017374532
WBP4,WBP4,null,null,-0.017382475
SNRPN,SNRPN,null,null,-0.017385233
SNHG15,SNHG15,null,null,-0.017402947
GNG12,GNG12,null,null,-0.01740657
ARSD,ARSD,null,null,-0.017411245
NFKBIZ,NFKBIZ,null,null,-0.017413141
C3orf62,C3orf62,null,null,-0.017427662
BCAS4,BCAS4,null,null,-0.017432032
PIWIL4,PIWIL4,null,null,-0.017440086
BCL2L2,BCL2L2,null,null,-0.017459203
AC131160.1,AC131160.1,null,null,-0.01746484
RANBP1,RANBP1,null,null,-0.017470412
ANXA4,ANXA4,null,null,-0.017478421
MCM5,MCM5,null,null,-0.017479755
AC005324.3,AC005324.3,null,null,-0.017479926
CXorf40B,CXorf40B,null,null,-0.017485453
SPPL3,SPPL3,null,null,-0.017488932
GNAL,GNAL,null,null,-0.01749544
AC012368.1,AC012368.1,null,null,-0.017500436
Z83844.1,Z83844.1,null,null,-0.017501183
OCEL1,OCEL1,null,null,-0.017516557
LINC01003,LINC01003,null,null,-0.017535418
NOS3,NOS3,null,null,-0.017551003
ARHGEF40,ARHGEF40,null,null,-0.01756509
MSH5-SAPCD1,MSH5-SAPCD1,null,null,-0.017580867
MYL12B,MYL12B,null,null,-0.017581236
AC000068.2,AC000068.2,null,null,-0.01758691
ABCF2,ABCF2,null,null,-0.017592162
TWF2,TWF2,null,null,-0.017596256
RBM4B,RBM4B,null,null,-0.017647974
HDAC2,HDAC2,null,null,-0.017648423
ZNF865,ZNF865,null,null,-0.017649503
PIEZO1,PIEZO1,null,null,-0.017653868
TNK2,TNK2,null,null,-0.017666785
DOK7,DOK7,null,null,-0.017667081
VASH1,VASH1,null,null,-0.017683811
ACSM3,ACSM3,null,null,-0.017697226
CTDNEP1,CTDNEP1,null,null,-0.017699104
JPT2,JPT2,null,null,-0.0177033
TMEM199,TMEM199,null,null,-0.0177199
OSGEP,OSGEP,null,null,-0.017720917
PLK2,PLK2,null,null,-0.017729236
DUS3L,DUS3L,null,null,-0.017738478
AC090004.1,AC090004.1,null,null,-0.017754694
CFAP57,CFAP57,null,null,-0.01776198
URB2,URB2,null,null,-0.017771004
SF3A1,SF3A1,null,null,-0.017775033
AC092849.1,AC092849.1,null,null,-0.017792927
ACAT2,ACAT2,null,null,-0.017802652
TGFB1I1,TGFB1I1,null,null,-0.017806439
CSF2RB,CSF2RB,null,null,-0.017816424
TMEM127,TMEM127,null,null,-0.017822089
B3GLCT,B3GLCT,null,null,-0.01783176
PISD,PISD,null,null,-0.01783809
AC013489.1,AC013489.1,null,null,-0.017839465
HERPUD1,HERPUD1,null,null,-0.017859243
MYO7A,MYO7A,null,null,-0.017863166
PTDSS1,PTDSS1,null,null,-0.017890537
INO80C,INO80C,null,null,-0.017903231
KLC2,KLC2,null,null,-0.01790948
TAF6,TAF6,null,null,-0.017910087
AL117332.1,AL117332.1,null,null,-0.017921425
IKBKE,IKBKE,null,null,-0.017948559
PARG,PARG,null,null,-0.017956339
MFSD13A,MFSD13A,null,null,-0.017969353
POLN,POLN,null,null,-0.017982788
SERAC1,SERAC1,null,null,-0.01800231
GLIDR,GLIDR,null,null,-0.018006884
GPAM,GPAM,null,null,-0.018015344
TBCA,TBCA,null,null,-0.018015357
ABCA3,ABCA3,null,null,-0.018049246
SCRN2,SCRN2,null,null,-0.018061908
CCNDBP1,CCNDBP1,null,null,-0.018073354
ADAMTS14,ADAMTS14,null,null,-0.018080646
RPL36,RPL36,null,null,-0.018081699
ARSA,ARSA,null,null,-0.018082108
AC024075.2,AC024075.2,null,null,-0.01809924
FER,FER,null,null,-0.018101221
SNHG32,SNHG32,null,null,-0.018125933
MT-TY,MT-TY,null,null,-0.018127307
PMM1,PMM1,null,null,-0.018132627
PRSS16,PRSS16,null,null,-0.018132776
ZCCHC24,ZCCHC24,null,null,-0.018138232
PITPNB,PITPNB,null,null,-0.01814885
BSDC1,BSDC1,null,null,-0.018158793
SRD5A3-AS1,SRD5A3-AS1,null,null,-0.018161237
TMEM42,TMEM42,null,null,-0.01816517
AC132872.1,AC132872.1,null,null,-0.018171968
GVINP1,GVINP1,null,null,-0.018181894
MIEF1,MIEF1,null,null,-0.018217042
TRIM22,TRIM22,null,null,-0.018219477
AC092143.3,AC092143.3,null,null,-0.018237706
AF111169.1,AF111169.1,null,null,-0.0182409
TCF25,TCF25,null,null,-0.018246619
HNRNPUL1,HNRNPUL1,null,null,-0.018254012
HSBP1,HSBP1,null,null,-0.018258093
KCTD11,KCTD11,null,null,-0.018263608
DDX49,DDX49,null,null,-0.018266477
SVIL2P,SVIL2P,null,null,-0.018274663
LIN52,LIN52,null,null,-0.018319685
ILKAP,ILKAP,null,null,-0.018324014
RBM28,RBM28,null,null,-0.01833678
PHF23,PHF23,null,null,-0.018341085
POLR2M,POLR2M,null,null,-0.018354438
SYS1-DBNDD2,SYS1-DBNDD2,null,null,-0.018355157
FBXL18,FBXL18,null,null,-0.01836642
BMS1,BMS1,null,null,-0.018371122
AC114490.1,AC114490.1,null,null,-0.01837265
TMC8,TMC8,null,null,-0.018373325
AC106707.1,AC106707.1,null,null,-0.018373422
CMSS1,CMSS1,null,null,-0.018392185
PMEL,PMEL,null,null,-0.018400444
LPCAT1,LPCAT1,null,null,-0.018416785
SLC16A13,SLC16A13,null,null,-0.018439488
EID2B,EID2B,null,null,-0.01845557
UBE2S,UBE2S,null,null,-0.018455982
PSMA6,PSMA6,null,null,-0.018457709
AL163051.1,AL163051.1,null,null,-0.018476326
AC009120.2,AC009120.2,null,null,-0.018512493
MED20,MED20,null,null,-0.018513698
DCP1B,DCP1B,null,null,-0.018515773
LINC02210-CRHR1,LINC02210-CRHR1,null,null,-0.018534133
MAP3K6,MAP3K6,null,null,-0.018534387
MBD3,MBD3,null,null,-0.01856686
UBIAD1,UBIAD1,null,null,-0.018577352
ERCC1,ERCC1,null,null,-0.018587412
MIER2,MIER2,null,null,-0.01859217
KIFC1,KIFC1,null,null,-0.018608088
TBC1D16,TBC1D16,null,null,-0.01861621
STRAP,STRAP,null,null,-0.018619336
PKDCC,PKDCC,null,null,-0.018623587
DBF4B,DBF4B,null,null,-0.01863264
TMEM102,TMEM102,null,null,-0.018637437
AC012360.3,AC012360.3,null,null,-0.018646726
MAST4,MAST4,null,null,-0.01866561
GPR153,GPR153,null,null,-0.018679492
HPS6,HPS6,null,null,-0.018686548
AC135178.6,AC135178.6,null,null,-0.018687995
TNFSF13B,TNFSF13B,null,null,-0.01869031
RAB3A,RAB3A,null,null,-0.01873321
Z97192.2,Z97192.2,null,null,-0.01875036
COQ4,COQ4,null,null,-0.018755514
TBL2,TBL2,null,null,-0.018784683
LY86,LY86,null,null,-0.018810084
MRPL40,MRPL40,null,null,-0.018834237
AL138724.1,AL138724.1,null,null,-0.018837651
SMYD5,SMYD5,null,null,-0.01885568
HNRNPA1P16,HNRNPA1P16,null,null,-0.018864641
STARD5,STARD5,null,null,-0.018878344
KDM4A-AS1,KDM4A-AS1,null,null,-0.018901652
INTS14,INTS14,null,null,-0.018907119
SIGLEC14,SIGLEC14,null,null,-0.018917892
WDFY4,WDFY4,null,null,-0.018927785
IFT122,IFT122,null,null,-0.018955493
KCNQ1OT1,KCNQ1OT1,null,null,-0.018958654
ESRP2,ESRP2,null,null,-0.018965326
TTLL4,TTLL4,null,null,-0.01897209
P2RX5,P2RX5,null,null,-0.018983608
AC097460.1,AC097460.1,null,null,-0.018996572
PPM1H,PPM1H,null,null,-0.019007266
GGPS1,GGPS1,null,null,-0.019012509
SMARCD1,SMARCD1,null,null,-0.019013584
PRDX1,PRDX1,null,null,-0.019026825
TMEM70,TMEM70,null,null,-0.019034032
MED16,MED16,null,null,-0.019043382
MAST3,MAST3,null,null,-0.019046789
PRKAG1,PRKAG1,null,null,-0.01905071
MICU1,MICU1,null,null,-0.01905202
ABCD1,ABCD1,null,null,-0.01905233
MAN1B1,MAN1B1,null,null,-0.019064682
C18orf25,C18orf25,null,null,-0.019069582
DNAJB4,DNAJB4,null,null,-0.019083172
PCBP1-AS1,PCBP1-AS1,null,null,-0.019083787
SOX12,SOX12,null,null,-0.019101528
AC243585.2,AC243585.2,null,null,-0.019112982
HSPB11,HSPB11,null,null,-0.019170305
AC008569.1,AC008569.1,null,null,-0.01917065
STX3,STX3,null,null,-0.019171165
RUSC1-AS1,RUSC1-AS1,null,null,-0.019173952
RCC1,RCC1,null,null,-0.019182784
GANC,GANC,null,null,-0.019184645
CILP,CILP,null,null,-0.019186184
TMEM50B,TMEM50B,null,null,-0.019225596
WDR24,WDR24,null,null,-0.019263932
HAGH,HAGH,null,null,-0.019270692
NABP2,NABP2,null,null,-0.019274814
IGHMBP2,IGHMBP2,null,null,-0.019282002
TCL1B,TCL1B,null,null,-0.019323988
ZDHHC16,ZDHHC16,null,null,-0.019332504
CELF2,CELF2,null,null,-0.019345863
ARL6IP1,ARL6IP1,null,null,-0.01936102
B3GNT2,B3GNT2,null,null,-0.019371107
TMEM39A,TMEM39A,null,null,-0.019374015
CAPN2,CAPN2,null,null,-0.01937665
AC002094.1,AC002094.1,null,null,-0.019399596
TRPT1,TRPT1,null,null,-0.01940617
ROR2,ROR2,null,null,-0.019411283
ZNF337,ZNF337,null,null,-0.019412061
PSMD7,PSMD7,null,null,-0.019417956
AC016722.2,AC016722.2,null,null,-0.019429566
SIRT5,SIRT5,null,null,-0.019433407
HSP90AA1,HSP90AA1,null,null,-0.019442111
HGS,HGS,null,null,-0.01944946
FBRS,FBRS,null,null,-0.019460216
DYRK4,DYRK4,null,null,-0.019480044
ZBED8,ZBED8,null,null,-0.019527722
LINC02532,LINC02532,null,null,-0.019528277
PTPRF,PTPRF,null,null,-0.019544829
SKP1,SKP1,null,null,-0.01955116
RARS,RARS,null,null,-0.01956337
AC012636.1,AC012636.1,null,null,-0.01960733
ZNF622,ZNF622,null,null,-0.019615905
MMP24,MMP24,null,null,-0.019615998
ELK1,ELK1,null,null,-0.019619986
UTP18,UTP18,null,null,-0.019624326
TMEM138,TMEM138,null,null,-0.019647706
B3GALT6,B3GALT6,null,null,-0.019664403
SF3B6,SF3B6,null,null,-0.019688733
NBEAL2,NBEAL2,null,null,-0.019695377
AC009133.4,AC009133.4,null,null,-0.019700602
KYAT3,KYAT3,null,null,-0.019701641
PHLDB1,PHLDB1,null,null,-0.019709887
FAM221A,FAM221A,null,null,-0.019712387
FLVCR1-DT,FLVCR1-DT,null,null,-0.019714717
MT-RNR2,MT-RNR2,null,null,-0.019721944
TSEN54,TSEN54,null,null,-0.019737968
USP21,USP21,null,null,-0.019746047
TMEM126A,TMEM126A,null,null,-0.019747108
UBR7,UBR7,null,null,-0.019749511
SEPSECS-AS1,SEPSECS-AS1,null,null,-0.019757938
LENG8-AS1,LENG8-AS1,null,null,-0.019776808
ITK,ITK,null,null,-0.019792674
AHSA1,AHSA1,null,null,-0.0198052
DENND1A,DENND1A,null,null,-0.01980877
RAD51-AS1,RAD51-AS1,null,null,-0.019814663
SPTSSA,SPTSSA,null,null,-0.019815667
BCORL1,BCORL1,null,null,-0.019824099
RIOX1,RIOX1,null,null,-0.019832022
AC002550.1,AC002550.1,null,null,-0.019835489
ADIPOR2,ADIPOR2,null,null,-0.019852882
FXN,FXN,null,null,-0.019854162
CLSPN,CLSPN,null,null,-0.01986281
CCDC126,CCDC126,null,null,-0.019863298
AC002116.2,AC002116.2,null,null,-0.01986372
HS1BP3,HS1BP3,null,null,-0.019864386
ACTN1,ACTN1,null,null,-0.019865397
UBL4A,UBL4A,null,null,-0.01986562
TMEM251,TMEM251,null,null,-0.019866291
GNAI2,GNAI2,null,null,-0.019868895
H2AFY,H2AFY,null,null,-0.019884415
C7,C7,null,null,-0.019901153
AC106886.5,AC106886.5,null,null,-0.019909862
E2F7,E2F7,null,null,-0.019910814
ARPC1A,ARPC1A,null,null,-0.019911863
AC097717.1,AC097717.1,null,null,-0.019912144
RXRA,RXRA,null,null,-0.019922925
PPP1R9B,PPP1R9B,null,null,-0.019923411
LY9,LY9,null,null,-0.019929796
SNHG19,SNHG19,null,null,-0.019930873
PSPC1,PSPC1,null,null,-0.019942902
DNAJA1,DNAJA1,null,null,-0.019955793
BCS1L,BCS1L,null,null,-0.01996563
AC087393.2,AC087393.2,null,null,-0.019977659
MIR7847,MIR7847,null,null,-0.019985734
RPS7P1,RPS7P1,null,null,-0.019996896
SLC35G2,SLC35G2,null,null,-0.02000068
PLCE1,PLCE1,null,null,-0.020006936
GBP3,GBP3,null,null,-0.020018602
FAM114A1,FAM114A1,null,null,-0.020020146
MFNG,MFNG,null,null,-0.020033643
DDX39B,DDX39B,null,null,-0.020042913
FAM160A2,FAM160A2,null,null,-0.020070458
AL022328.4,AL022328.4,null,null,-0.020072214
LINC01529,LINC01529,null,null,-0.020074181
SSU72,SSU72,null,null,-0.02007473
SAYSD1,SAYSD1,null,null,-0.020076545
OCIAD2,OCIAD2,null,null,-0.020086875
ZNF524,ZNF524,null,null,-0.020086952
ACTG1P17,ACTG1P17,null,null,-0.020090185
ZMPSTE24,ZMPSTE24,null,null,-0.020093855
AC124312.1,AC124312.1,null,null,-0.020099087
DBI,DBI,null,null,-0.02010934
AC245033.1,AC245033.1,null,null,-0.02011298
TPM3P9,TPM3P9,null,null,-0.020129666
MGME1,MGME1,null,null,-0.020131275
PGRMC1,PGRMC1,null,null,-0.020134313
OXLD1,OXLD1,null,null,-0.020134414
PNPLA6,PNPLA6,null,null,-0.02013647
CD3EAP,CD3EAP,null,null,-0.020137466
SLC4A5,SLC4A5,null,null,-0.020152755
MRPL49,MRPL49,null,null,-0.020155808
RFT1,RFT1,null,null,-0.02015931
DNAJA3,DNAJA3,null,null,-0.020173041
KCTD2,KCTD2,null,null,-0.020180086
ZNHIT1,ZNHIT1,null,null,-0.020190693
CD47,CD47,null,null,-0.02019888
NELFA,NELFA,null,null,-0.02021309
NHLRC4,NHLRC4,null,null,-0.020220315
ZNF337-AS1,ZNF337-AS1,null,null,-0.020220967
PCBD1,PCBD1,null,null,-0.020221917
RPS17,RPS17,null,null,-0.020224553
PWP1,PWP1,null,null,-0.020224651
DOCK5,DOCK5,null,null,-0.02022856
AC084125.1,AC084125.1,null,null,-0.020231044
MPI,MPI,null,null,-0.020250665
USP31,USP31,null,null,-0.020264708
PRRC2C,PRRC2C,null,null,-0.020264987
RRAGA,RRAGA,null,null,-0.020265363
GPR35,GPR35,null,null,-0.02027945
RHOJ,RHOJ,null,null,-0.020287897
UBC,UBC,null,null,-0.020292576
PASK,PASK,null,null,-0.020304885
NHSL2,NHSL2,null,null,-0.020306686
MORN4,MORN4,null,null,-0.02030877
TRMO,TRMO,null,null,-0.020309435
MRPS5,MRPS5,null,null,-0.020323826
RHOH,RHOH,null,null,-0.020327987
C1orf162,C1orf162,null,null,-0.020335324
RPS13,RPS13,null,null,-0.0203392
CSF1R,CSF1R,null,null,-0.020358292
MAD1L1,MAD1L1,null,null,-0.020365594
DHX16,DHX16,null,null,-0.020367201
SPAG7,SPAG7,null,null,-0.020383352
CDC42BPA,CDC42BPA,null,null,-0.020391958
GSS,GSS,null,null,-0.02039861
RPL18A,RPL18A,null,null,-0.020413253
LRPAP1,LRPAP1,null,null,-0.02041493
PIGP,PIGP,null,null,-0.02041777
ANXA1,ANXA1,null,null,-0.020432377
ATG2A,ATG2A,null,null,-0.020440523
PLD3,PLD3,null,null,-0.02044398
EXTL3,EXTL3,null,null,-0.020453405
SPART,SPART,null,null,-0.020466423
KRTCAP3,KRTCAP3,null,null,-0.020478077
CATSPER2,CATSPER2,null,null,-0.02048171
PDP2,PDP2,null,null,-0.020482527
GSN,GSN,null,null,-0.02048672
GEMIN8,GEMIN8,null,null,-0.020507442
SF3B2,SF3B2,null,null,-0.020508224
MIR6758,MIR6758,null,null,-0.020514708
SAP25,SAP25,null,null,-0.020517904
JMJD6,JMJD6,null,null,-0.020523278
KLHL17,KLHL17,null,null,-0.02054278
SEMA6A-AS1,SEMA6A-AS1,null,null,-0.020558167
CCDC61,CCDC61,null,null,-0.020566659
HNRNPH3,HNRNPH3,null,null,-0.0205933
COQ2,COQ2,null,null,-0.020601634
CYTH4,CYTH4,null,null,-0.020606177
KAT8,KAT8,null,null,-0.020620901
TENT2,TENT2,null,null,-0.020621657
MYL5,MYL5,null,null,-0.020624842
NAAA,NAAA,null,null,-0.020643355
MKNK1-AS1,MKNK1-AS1,null,null,-0.020654675
AGA,AGA,null,null,-0.020670943
GBA2,GBA2,null,null,-0.020694172
VASH1-AS1,VASH1-AS1,null,null,-0.020697061
CCDC106,CCDC106,null,null,-0.020697454
AC020916.1,AC020916.1,null,null,-0.020702064
NRIP2,NRIP2,null,null,-0.020707766
NANS,NANS,null,null,-0.0207124
CHMP7,CHMP7,null,null,-0.020716652
ACOT2,ACOT2,null,null,-0.020718904
ANXA11,ANXA11,null,null,-0.020719297
POM121,POM121,null,null,-0.020727003
AC020765.2,AC020765.2,null,null,-0.020740854
CDC42BPB,CDC42BPB,null,null,-0.020741979
MT-ND5,MT-ND5,null,null,-0.020757299
AL670729.1,AL670729.1,null,null,-0.020763077
H2AFZ,H2AFZ,null,null,-0.020787667
ZNF410,ZNF410,null,null,-0.02079049
AC107068.1,AC107068.1,null,null,-0.020800833
YAP1,YAP1,null,null,-0.020803185
RALGAPA2,RALGAPA2,null,null,-0.020806424
CTBP1,CTBP1,null,null,-0.02081464
MAFG,MAFG,null,null,-0.020832222
ARHGAP45,ARHGAP45,null,null,-0.020832997
MIR671,MIR671,null,null,-0.02083438
PIF1,PIF1,null,null,-0.02084138
AC068946.1,AC068946.1,null,null,-0.02084303
LRRC41,LRRC41,null,null,-0.020844165
PPP1R1A,PPP1R1A,null,null,-0.020845326
FAM193B,FAM193B,null,null,-0.020859681
ADAM15,ADAM15,null,null,-0.020868044
UNC45A,UNC45A,null,null,-0.020876948
RAC1,RAC1,null,null,-0.020882191
