ensembl,external_gene_name,entrezgene_id
ENSG00000172716,SLFN11,91607
ENSG00000172725,CORO1B,57175
ENSG00000172732,MUS81,80198
ENSG00000172757,CFL1,1072
ENSG00000172766,NAA16,79612
ENSG00000172775,FAM192A,80011
ENSG00000172785,CBWD1,55871
ENSG00000172795,DCP2,167227
ENSG00000172809,RPL38,6169
ENSG00000172831,CES2,8824
ENSG00000172840,PDP2,57546
ENSG00000172845,SP3,6670
ENSG00000172869,DMXL1,1657
ENSG00000172890,NADSYN1,55191
ENSG00000172893,DHCR7,1717
ENSG00000172915,NBEA,26960
ENSG00000172922,RNASEH2C,84153
ENSG00000172932,ANKRD13D,338692
ENSG00000172936,MYD88,4615
ENSG00000172939,OXSR1,9943
ENSG00000172943,PHF8,23133
ENSG00000172954,LCLAT1,253558
ENSG00000172977,KAT5,10524
ENSG00000172992,DCAKD,79877
ENSG00000173011,TADA2B,93624
ENSG00000173020,GRK2,156
ENSG00000173039,RELA,5970
ENSG00000173040,EVC2,132884
ENSG00000173041,ZNF680,340252
ENSG00000173065,FAM222B,55731
ENSG00000173085,COQ2,27235
ENSG00000173113,TRMT112,51504
ENSG00000173120,KDM2A,22992
ENSG00000173141,MRPL57,78988
ENSG00000173145,NOC3L,64318
ENSG00000173153,ESRRA,2101
ENSG00000173163,COMMD1,150684
ENSG00000173171,MTX1,4580
ENSG00000173193,PARP14,54625
ENSG00000173221,GLRX,2745
ENSG00000173226,IQCB1,9657
ENSG00000173230,GOLGB1,2804
ENSG00000173253,DMRT2,10655
ENSG00000173264,GPR137,56834
ENSG00000173272,MZT2A,653784
ENSG00000173273,TNKS,8658
ENSG00000173276,ZBTB21,49854
ENSG00000173327,MAP3K11,4296
ENSG00000173334,TRIB1,10221
ENSG00000173402,DAG1,1605
ENSG00000173409,ARV1,64801
ENSG00000173418,NAA20,51126
ENSG00000173436,MICOS10,440574
ENSG00000173442,EHBP1L1,254102
ENSG00000173456,RNF26,79102
ENSG00000173457,PPP1R14B,26472
ENSG00000173465,ZNRD2,10534
ENSG00000173473,SMARCC1,6599
ENSG00000173486,FKBP2,2286
ENSG00000173511,VEGFB,7423
ENSG00000173517,PEAK1,79834
ENSG00000173540,GMPPB,29925
ENSG00000173545,ZNF622,90441
ENSG00000173575,CHD2,1106
ENSG00000173581,CCDC106,29903
ENSG00000173588,CEP83,51134
ENSG00000173614,NMNAT1,64802
ENSG00000173638,SLC19A1,6573
ENSG00000173653,RCE1,9986
ENSG00000173660,UQCRH,7388
ENSG00000173674,EIF1AX,1964
ENSG00000173692,PSMD1,5707
ENSG00000173715,C11orf80,79703
ENSG00000173726,TOMM20,9804
ENSG00000173744,AGFG1,3267
ENSG00000173757,STAT5B,6777
ENSG00000173786,CNP,1267
ENSG00000173801,JUP,3728
ENSG00000173812,EIF1,10209
ENSG00000173821,AC124319.1,57674
ENSG00000173846,PLK3,1263
ENSG00000173848,NET1,10276
ENSG00000173852,DPY19L1,23333
ENSG00000173875,ZNF791,163049
ENSG00000173889,PHC3,80012
ENSG00000173890,GPR160,26996
ENSG00000173894,CBX2,84733
ENSG00000173898,SPTBN2,6712
ENSG00000173905,GOLIM4,27333
ENSG00000173914,RBM4B,83759
ENSG00000173915,ATP5MD,84833
ENSG00000173933,RBM4,5936
ENSG00000173950,XXYLT1,152002
ENSG00000173960,UBXN2A,165324
ENSG00000173992,CCS,9973
ENSG00000174004,NRROS,375387
ENSG00000174007,CEP19,84984
ENSG00000174010,KLHL15,80311
ENSG00000174013,FBXO45,200933
ENSG00000174021,GNG5,2787
ENSG00000174106,LEMD3,23592
ENSG00000174109,C16orf91,283951
ENSG00000174123,TLR10,81793
ENSG00000174125,TLR1,7096
ENSG00000174130,TLR6,10333
ENSG00000174173,TRMT10C,54931
ENSG00000174177,CTU2,348180
ENSG00000174197,MGA,23269
ENSG00000174206,C12orf66,144577
ENSG00000174227,PIGG,54872
ENSG00000174231,PRPF8,10594
ENSG00000174238,PITPNA,5306
ENSG00000174243,DDX23,9416
ENSG00000174276,ZNHIT2,741
ENSG00000174306,ZHX3,23051
ENSG00000174371,EXO1,9156
ENSG00000174405,LIG4,3981
ENSG00000174437,ATP2A2,488
ENSG00000174442,ZWILCH,55055
ENSG00000174444,RPL4,6124
ENSG00000174483,BBS1,582
ENSG00000174485,DENND4A,10260
ENSG00000174500,GCSAM,257144
ENSG00000174547,MRPL11,65003
ENSG00000174574,AKIRIN1,79647
ENSG00000174579,MSL2,55167
ENSG00000174606,ANGEL2,90806
ENSG00000174607,UGT8,7368
ENSG00000174652,ZNF266,10781
ENSG00000174684,B4GAT1,11041
ENSG00000174695,TMEM167A,153339
ENSG00000174718,RESF1,55196
ENSG00000174720,LARP7,51574
ENSG00000174738,NR1D2,9975
ENSG00000174744,BRMS1,25855
ENSG00000174748,RPL15,6138
ENSG00000174749,FAM241A,132720
ENSG00000174775,HRAS,3265
ENSG00000174780,SRP72,6731
ENSG00000174799,CEP135,9662
ENSG00000174839,DENND6A,201627
ENSG00000174840,PDE12,201626
ENSG00000174842,GLMN,11146
ENSG00000174851,YIF1A,10897
ENSG00000174886,NDUFA11,126328
ENSG00000174891,RSRC1,51319
ENSG00000174903,RAB1B,81876
ENSG00000174915,PTDSS2,81490
ENSG00000174917,MICOS13,125988
ENSG00000174943,KCTD13,253980
ENSG00000174953,DHX36,170506
ENSG00000174989,FBXW8,26259
ENSG00000174996,KLC2,64837
ENSG00000175040,CHST2,9435
ENSG00000175054,ATR,545
ENSG00000175063,UBE2C,11065
ENSG00000175066,GK5,256356
ENSG00000175073,VCPIP1,80124
ENSG00000175087,PDIK1L,149420
ENSG00000175104,TRAF6,7189
ENSG00000175110,MRPS22,56945
ENSG00000175115,PACS1,55690
ENSG00000175130,MARCKSL1,65108
ENSG00000175137,SH3BP5L,80851
ENSG00000175166,PSMD2,5708
ENSG00000175193,PARL,55486
ENSG00000175197,DDIT3,1649
ENSG00000175198,PCCA,5095
ENSG00000175203,DCTN2,10540
ENSG00000175213,ZNF408,79797
ENSG00000175215,CTDSP2,10106
ENSG00000175216,CKAP5,9793
ENSG00000175220,ARHGAP1,392
ENSG00000175221,MED16,10025
ENSG00000175224,ATG13,9776
ENSG00000175279,CENPS,378708
ENSG00000175283,DOLK,22845
ENSG00000175287,PHYHD1,254295
ENSG00000175305,CCNE2,9134
ENSG00000175309,PHYKPL,85007
ENSG00000175324,LSM1,27257
ENSG00000175334,BANF1,8815
ENSG00000175348,TMEM9B,56674
ENSG00000175354,PTPN2,5771
ENSG00000175376,EIF1AD,84285
ENSG00000175387,SMAD2,4087
ENSG00000175390,EIF3F,8665
ENSG00000175416,CLTB,1212
ENSG00000175455,CCDC14,64770
ENSG00000175463,TBC1D10C,374403
ENSG00000175467,SART1,9092
ENSG00000175470,PPP2R2D,55844
ENSG00000175471,MCTP1,79772
ENSG00000175482,POLD4,57804
ENSG00000175550,DRAP1,10589
ENSG00000175556,LONRF3,79836
ENSG00000175567,UCP2,7351
ENSG00000175573,C11orf68,83638
ENSG00000175575,PAAF1,80227
ENSG00000175581,MRPL48,51642
ENSG00000175582,RAB6A,5870
ENSG00000175595,ERCC4,2072
ENSG00000175602,CCDC85B,11007
ENSG00000175606,TMEM70,54968
ENSG00000175634,RPS6KB2,6199
ENSG00000175643,RMI2,116028
ENSG00000175727,MLXIP,22877
ENSG00000175756,AURKAIP1,54998
ENSG00000175768,TOMM5,401505
ENSG00000175792,RUVBL1,8607
ENSG00000175826,CTDNEP1,23399
ENSG00000175854,SWI5,375757
ENSG00000175895,PLEKHF2,79666
ENSG00000175931,UBE2O,63893
ENSG00000175970,UNC119B,84747
ENSG00000176018,LYSMD3,116068
ENSG00000176022,B3GALT6,126792
ENSG00000176058,TPRN,286262
ENSG00000176087,SLC35A4,113829
ENSG00000176095,IP6K1,9807
ENSG00000176101,SSNA1,8636
ENSG00000176102,CSTF3,1479
ENSG00000176108,CHMP6,79643
ENSG00000176142,TMEM39A,55254
ENSG00000176148,TCP11L1,55346
ENSG00000176165,FOXG1,2290
ENSG00000176171,BNIP3,664
ENSG00000176182,MYPOP,339344
ENSG00000176208,ATAD5,79915
ENSG00000176209,SMIM19,114926
ENSG00000176225,RTTN,25914
ENSG00000176248,ANAPC2,29882
ENSG00000176261,ZBTB8OS,339487
ENSG00000176302,FOXR1,283150
ENSG00000176340,COX8A,1351
ENSG00000176390,CRLF3,51379
ENSG00000176393,RNPEP,6051
ENSG00000176396,EID2,163126
ENSG00000176407,KCMF1,56888
ENSG00000176410,DNAJC30,84277
ENSG00000176438,SYNE3,161176
ENSG00000176444,CLK2,1196
ENSG00000176454,LPCAT4,254531
ENSG00000176463,SLCO3A1,28232
ENSG00000176476,SGF29,112869
ENSG00000176485,PLAAT3,11145
ENSG00000176531,PHLDB3,653583
ENSG00000176542,USF3,205717
ENSG00000176619,LMNB2,84823
ENSG00000176623,RMDN1,51115
ENSG00000176624,MEX3C,51320
ENSG00000176658,MYO1D,4642
ENSG00000176715,ACSF3,197322
ENSG00000176731,RBIS,401466
ENSG00000176783,RUFY1,80230
ENSG00000176788,BASP1,10409
ENSG00000176845,METRNL,284207
ENSG00000176853,FAM91A1,157769
ENSG00000176871,WSB2,55884
ENSG00000176890,TYMS,7298
ENSG00000176894,PXMP2,5827
ENSG00000176903,PNMA1,9240
ENSG00000176915,ANKLE2,23141
ENSG00000176945,MUC20,200958
ENSG00000176946,THAP4,51078
ENSG00000176953,NFATC2IP,84901
ENSG00000176973,FAM89B,23625
ENSG00000176974,SHMT1,6470
ENSG00000176978,DPP7,29952
ENSG00000176986,SEC24C,9632
ENSG00000176994,SMCR8,140775
ENSG00000177000,MTHFR,4524
ENSG00000177030,DEAF1,10522
ENSG00000177045,SIX5,147912
ENSG00000177051,FBXO46,23403
ENSG00000177054,ZDHHC13,54503
ENSG00000177058,SLC38A9,153129
ENSG00000177082,WDR73,84942
ENSG00000177084,POLE,5426
ENSG00000177105,RHOG,391
ENSG00000177119,ANO6,196527
ENSG00000177150,FAM210A,125228
ENSG00000177156,TALDO1,6888
ENSG00000177169,ULK1,8408
ENSG00000177189,RPS6KA3,6197
ENSG00000177192,PUS1,80324
ENSG00000177200,CHD9,80205
ENSG00000177225,GATD1,347862
ENSG00000177239,MAN1B1,11253
ENSG00000177272,KCNA3,3738
ENSG00000177283,FZD8,8325
ENSG00000177302,TOP3A,7156
ENSG00000177311,ZBTB38,253461
ENSG00000177352,CCDC71,64925
ENSG00000177370,TIMM22,29928
ENSG00000177383,MAGEF1,64110
ENSG00000177409,SAMD9L,219285
ENSG00000177425,PAWR,5074
ENSG00000177426,TGIF1,7050
ENSG00000177463,NR2C2,7182
ENSG00000177479,ARIH2,10425
ENSG00000177485,ZBTB33,10009
ENSG00000177542,SLC25A22,79751
ENSG00000177548,RABEP2,79874
ENSG00000177556,ATOX1,475
ENSG00000177565,TBL1XR1,79718
ENSG00000177595,PIDD1,55367
ENSG00000177600,RPLP2,6181
ENSG00000177602,HASPIN,83903
ENSG00000177613,CSTF2T,23283
ENSG00000177628,GBA,2629
ENSG00000177646,ACAD9,28976
ENSG00000177663,IL17RA,23765
ENSG00000177666,PNPLA2,57104
ENSG00000177683,THAP5,168451
ENSG00000177694,NAALADL2,254827
ENSG00000177700,POLR2L,5441
ENSG00000177728,TMEM94,9772
ENSG00000177731,FLII,2314
ENSG00000177733,HNRNPA0,10949
ENSG00000177830,CHID1,66005
ENSG00000177853,ZNF518A,9849
ENSG00000177879,AP3S1,1176
ENSG00000177885,GRB2,2885
ENSG00000177888,ZBTB41,360023
ENSG00000177889,UBE2N,7334
ENSG00000177917,ARL6IP6,151188
ENSG00000177951,BET1L,51272
ENSG00000177963,RIC8A,60626
ENSG00000177971,IMP3,55272
ENSG00000177981,ASB8,140461
ENSG00000178028,DMAP1,55929
ENSG00000178035,IMPDH2,3615
ENSG00000178057,NDUFAF3,25915
ENSG00000178074,C2orf69,205327
ENSG00000178104,PDE4DIP,9659
ENSG00000178105,DDX10,1662
ENSG00000178127,NDUFV2,4729
ENSG00000178149,DALRD3,55152
ENSG00000178163,ZNF518B,85460
ENSG00000178177,LCORL,254251
ENSG00000178188,SH2B1,25970
ENSG00000178199,ZC3H12D,340152
ENSG00000178209,PLEC,5339
ENSG00000178252,WDR6,11180
ENSG00000178295,GEN1,348654
ENSG00000178307,TMEM11,8834
ENSG00000178381,ZFAND2A,90637
ENSG00000178397,FAM220A,84792
ENSG00000178425,NT5DC1,221294
ENSG00000178449,COX14,84987
ENSG00000178467,P4HTM,54681
ENSG00000178498,DTX3,196403
ENSG00000178502,KLHL11,55175
ENSG00000178537,SLC25A20,788
ENSG00000178538,CA8,767
ENSG00000178567,EPM2AIP1,9852
ENSG00000178607,ERN1,2081
ENSG00000178685,PARP10,84875
ENSG00000178691,SUZ12,23512
ENSG00000178718,RPP25,54913
ENSG00000178719,GRINA,2907
ENSG00000178741,COX5A,9377
ENSG00000178761,FAM219B,57184
ENSG00000178764,ZHX2,22882
ENSG00000178802,MPI,4351
ENSG00000178896,EXOSC4,54512
ENSG00000178904,DPY19L3,147991
ENSG00000178913,TAF7,6879
ENSG00000178921,PFAS,5198
ENSG00000178927,CYBC1,79415
ENSG00000178935,ZNF552,79818
ENSG00000178950,GAK,2580
ENSG00000178951,ZBTB7A,51341
ENSG00000178952,TUFM,7284
ENSG00000178966,RMI1,80010
ENSG00000178971,CTC1,80169
ENSG00000178974,FBXO34,55030
ENSG00000178982,EIF3K,27335
ENSG00000178988,MRFAP1L1,114932
ENSG00000178999,AURKB,9212
ENSG00000179010,MRFAP1,93621
ENSG00000179021,C3orf38,285237
ENSG00000179041,RRS1,23212
ENSG00000179051,RCC2,55920
ENSG00000179085,DPM3,54344
ENSG00000179091,CYC1,1537
ENSG00000179094,AC129492.1,5187
ENSG00000179115,FARSA,2193
ENSG00000179119,SPTY2D1,144108
ENSG00000179134,SAMD4B,55095
ENSG00000179151,EDC3,80153
ENSG00000179152,TCAIM,285343
ENSG00000179163,FUCA1,2517
ENSG00000179195,ZNF664,144348
ENSG00000179218,CALR,811
ENSG00000179222,MAGED1,9500
ENSG00000179262,RAD23A,5886
ENSG00000179271,GADD45GIP1,90480
ENSG00000179295,PTPN11,5781
ENSG00000179335,CLK3,1198
ENSG00000179344,HLA-DQB1,3119
ENSG00000179364,PACS2,23241
ENSG00000179387,ELMOD2,255520
ENSG00000179409,GEMIN4,50628
ENSG00000179431,FJX1,24147
ENSG00000179456,ZBTB18,10472
ENSG00000179526,SHARPIN,81858
ENSG00000179532,DNHD1,144132
ENSG00000179562,GCC1,79571
ENSG00000179583,CIITA,4261
ENSG00000179588,ZFPM1,161882
ENSG00000179630,LACC1,144811
ENSG00000179632,MAF1,84232
ENSG00000179715,PCED1B,91523
ENSG00000179832,MROH1,727957
ENSG00000179833,SERTAD2,9792
ENSG00000179873,NLRP11,204801
ENSG00000179886,TIGD5,84948
ENSG00000179889,PDXDC1,23042
ENSG00000179889,PDXDC1,102724985
ENSG00000179912,R3HDM2,22864
ENSG00000179933,C14orf119,55017
ENSG00000179941,BBS10,79738
ENSG00000179943,FIZ1,84922
ENSG00000179950,PUF60,22827
ENSG00000179958,DCTPP1,79077
ENSG00000179965,ZNF771,51333
ENSG00000179981,TSHZ1,10194
ENSG00000180008,SOCS4,122809
ENSG00000180011,ZADH2,284273
ENSG00000180035,ZNF48,197407
ENSG00000180089,TMEM86B,255043
ENSG00000180096,SEPT1,1731
ENSG00000180098,TRNAU1AP,54952
ENSG00000180104,EXOC3,11336
ENSG00000180182,MED14,9282
ENSG00000180185,FAHD1,81889
ENSG00000180198,RCC1,1104
ENSG00000180209,MYLPF,29895
ENSG00000180228,PRKRA,8575
ENSG00000180233,ZNRF2,223082
ENSG00000180257,ZNF816,125893
ENSG00000180263,FGD6,55785
ENSG00000180304,OAZ2,4947
ENSG00000180329,CCDC43,124808
ENSG00000180353,HCLS1,3059
ENSG00000180357,ZNF609,23060
ENSG00000180370,PAK2,5062
ENSG00000180376,CCDC66,285331
ENSG00000180398,MCFD2,90411
ENSG00000180425,C11orf71,54494
ENSG00000180448,AC004151.1,23526
ENSG00000180488,MIGA1,374986
ENSG00000180616,SSTR2,6752
ENSG00000180628,PCGF5,84333
ENSG00000180667,YOD1,55432
ENSG00000180694,TMEM64,169200
ENSG00000180773,SLC36A4,120103
ENSG00000180776,ZDHHC20,253832
ENSG00000180817,PPA1,5464
ENSG00000180822,PSMG4,389362
ENSG00000180834,MAP6D1,79929
ENSG00000180879,SSR4,6748
ENSG00000180900,SCRIB,23513
ENSG00000180901,KCTD2,23510
ENSG00000180917,CMTR2,55783
ENSG00000180921,FAM83H,286077
ENSG00000180953,ST20,400410
ENSG00000180957,PITPNB,23760
ENSG00000180964,TCEAL8,90843
ENSG00000180979,LRRC57,255252
ENSG00000180992,MRPL14,64928
ENSG00000181026,AEN,64782
ENSG00000181027,FKRP,79147
ENSG00000181029,TRAPPC5,126003
ENSG00000181038,METTL23,124512
ENSG00000181061,HIGD1A,25994
ENSG00000181090,EHMT1,79813
ENSG00000181135,ZNF707,286075
ENSG00000181163,NPM1,4869
ENSG00000181191,PJA1,64219
ENSG00000181192,DHTKD1,55526
ENSG00000181220,ZNF746,155061
ENSG00000181284,TMEM102,284114
ENSG00000181396,OGFOD3,79701
ENSG00000181418,DDN,23109
ENSG00000181472,ZBTB2,57621
ENSG00000181544,FANCB,2187
ENSG00000181555,SETD2,29072
ENSG00000181588,MEX3D,399664
ENSG00000181610,MRPS23,51649
ENSG00000181666,ZNF875,284459
ENSG00000181704,YIPF6,286451
ENSG00000181744,DIPK2A,205428
ENSG00000181751,C5orf30,90355
ENSG00000181788,SIAH2,6478
ENSG00000181789,COPG1,22820
ENSG00000181817,LSM10,84967
ENSG00000181852,RNF41,10193
ENSG00000181894,ZNF329,79673
ENSG00000181896,ZNF101,94039
ENSG00000181904,C5orf24,134553
ENSG00000181915,ADO,84890
ENSG00000181924,COA4,51287
ENSG00000181929,PRKAG1,5571
ENSG00000181938,GINS3,64785
ENSG00000181991,MRPS11,64963
ENSG00000182022,CHST15,51363
ENSG00000182054,IDH2,3418
ENSG00000182087,TMEM259,91304
ENSG00000182093,WRB,7485
ENSG00000182095,TNRC18,84629
ENSG00000182117,NOP10,55505
ENSG00000182134,TDRKH,11022
ENSG00000182149,IST1,9798
ENSG00000182154,MRPL41,64975
ENSG00000182158,CREB3L2,64764
ENSG00000182173,TSEN54,283989
ENSG00000182179,UBA7,7318
ENSG00000182180,MRPS16,51021
ENSG00000182196,ARL6IP4,51329
ENSG00000182197,EXT1,2131
ENSG00000182199,SHMT2,6472
ENSG00000182208,MOB2,81532
ENSG00000182220,ATP6AP2,10159
ENSG00000182224,CYB5D1,124637
ENSG00000182247,UBE2E2,7325
ENSG00000182307,C8orf33,65265
ENSG00000182325,FBXL6,26233
ENSG00000182362,YBEY,54059
ENSG00000182379,NXPH4,11247
ENSG00000182446,NPLOC4,55666
ENSG00000182473,EXOC7,23265
ENSG00000182481,KPNA2,3838
ENSG00000182504,CEP97,79598
ENSG00000182512,GLRX5,51218
ENSG00000182518,FAM104B,90736
ENSG00000182541,LIMK2,3985
ENSG00000182544,MFSD5,84975
ENSG00000182551,ADI1,55256
ENSG00000182552,RWDD4,201965
ENSG00000182606,TRAK1,22906
ENSG00000182621,PLCB1,23236
ENSG00000182628,SKA2,348235
ENSG00000182670,TTC3,7267
ENSG00000182712,CMC4,100272147
ENSG00000182718,ANXA2,302
ENSG00000182768,NGRN,51335
ENSG00000182774,RPS17,6218
ENSG00000182810,DDX28,55794
ENSG00000182827,ACBD3,64746
ENSG00000182831,C16orf72,29035
ENSG00000182858,ALG12,79087
ENSG00000182866,LCK,3932
ENSG00000182872,RBM10,8241
ENSG00000182899,RPL35A,6165
ENSG00000182903,ZNF721,170960
ENSG00000182919,C11orf54,28970
ENSG00000182923,CEP63,80254
ENSG00000182934,SRPRA,6734
ENSG00000182944,EWSR1,2130
ENSG00000182952,HMGN4,10473
ENSG00000182957,SPATA13,221178
ENSG00000182963,GJC1,10052
ENSG00000182973,CNOT10,25904
ENSG00000182979,MTA1,9112
ENSG00000182985,CADM1,23705
ENSG00000183010,PYCR1,5831
ENSG00000183011,NAA38,84316
ENSG00000183020,AP2A2,161
ENSG00000183044,ABAT,18
ENSG00000183048,SLC25A10,1468
ENSG00000183049,CAMK1D,57118
ENSG00000183077,AFMID,125061
ENSG00000183155,RABIF,5877
ENSG00000183161,FANCF,2188
ENSG00000183172,SMDT1,91689
ENSG00000183207,RUVBL2,10856
ENSG00000183255,PTTG1IP,754
ENSG00000183258,DDX41,51428
ENSG00000183283,DAZAP2,9802
ENSG00000183309,ZNF623,9831
ENSG00000183323,CCDC125,202243
ENSG00000183337,BCOR,54880
ENSG00000183340,JRKL,8690
ENSG00000183431,SF3A3,10946
ENSG00000183475,ASB7,140460
ENSG00000183486,MX2,4600
ENSG00000183495,EP400,57634
ENSG00000183520,UTP11,51118
ENSG00000183527,PSMG1,8624
ENSG00000183530,PRR14L,253143
ENSG00000183570,PCBP3,54039
ENSG00000183576,SETD3,84193
ENSG00000183605,SFXN4,119559
ENSG00000183617,MRPL54,116541
ENSG00000183624,HMCES,56941
ENSG00000183647,ZNF530,348327
ENSG00000183648,NDUFB1,4707
ENSG00000183655,KLHL25,64410
ENSG00000183665,TRMT12,55039
ENSG00000183684,ALYREF,10189
ENSG00000183718,TRIM52,84851
ENSG00000183722,LHFPL6,10186
ENSG00000183726,TMEM50A,23585
ENSG00000183735,TBK1,29110
ENSG00000183741,CBX6,23466
ENSG00000183751,TBL3,10607
ENSG00000183763,TRAIP,10293
ENSG00000183765,CHEK2,11200
ENSG00000183808,RBM12B,389677
ENSG00000183814,LIN9,286826
ENSG00000183864,TOB2,10766
ENSG00000183943,PRKX,5613
ENSG00000183955,KMT5A,387893
ENSG00000183963,SMTN,6525
ENSG00000183978,COA3,28958
ENSG00000184007,PTP4A2,8073
ENSG00000184009,ACTG1,71
ENSG00000184014,DENND5A,23258
ENSG00000184047,DIABLO,56616
ENSG00000184056,VPS33B,26276
ENSG00000184076,UQCR10,29796
ENSG00000184117,NIPSNAP1,8508
ENSG00000184164,CRELD2,79174
ENSG00000184178,SCFD2,152579
ENSG00000184203,PPP1R2,5504
ENSG00000184205,TSPYL2,64061
ENSG00000184207,PGP,283871
ENSG00000184209,SNRNP35,11066
ENSG00000184216,IRAK1,3654
ENSG00000184220,CMSS1,84319
ENSG00000184226,PCDH9,5101
ENSG00000184232,OAF,220323
ENSG00000184261,KCNK12,56660
ENSG00000184277,TM2D3,80213
ENSG00000184281,TSSC4,10078
ENSG00000184293,CLECL1,160365
ENSG00000184307,ZDHHC23,254887
ENSG00000184381,PLA2G6,8398
ENSG00000184402,SS18L1,26039
ENSG00000184428,TOP1MT,116447
ENSG00000184432,COPB2,9276
ENSG00000184436,THAP7,80764
ENSG00000184445,KNTC1,9735
ENSG00000184451,CCR10,2826
ENSG00000184470,TXNRD2,10587
ENSG00000184508,HDDC3,374659
ENSG00000184517,ZFP1,162239
ENSG00000184575,XPOT,11260
ENSG00000184588,PDE4B,5142
ENSG00000184634,MED12,9968
ENSG00000184640,SEPT9,10801
ENSG00000184661,CDCA2,157313
ENSG00000184677,ZBTB40,9923
ENSG00000184708,EIF4ENIF1,56478
ENSG00000184716,SERINC4,619189
ENSG00000184743,ATL3,25923
ENSG00000184752,NDUFA12,55967
ENSG00000184787,UBE2G2,7327
ENSG00000184828,ZBTB7C,201501
ENSG00000184831,APOO,79135
ENSG00000184840,TMED9,54732
ENSG00000184857,TMEM186,25880
ENSG00000184860,SDR42E1,93517
ENSG00000184863,RBM33,155435
ENSG00000184887,BTBD6,90135
ENSG00000184897,H1FX,8971
ENSG00000184900,SUMO3,6612
ENSG00000184903,IMMP2L,83943
ENSG00000184922,FMNL1,752
ENSG00000184924,PTRHD1,391356
ENSG00000184939,ZFP90,146198
ENSG00000184967,NOC4L,79050
ENSG00000184983,NDUFA6,4700
ENSG00000184986,TMEM121,80757
ENSG00000184990,SIVA1,10572
ENSG00000184992,BRI3BP,140707
ENSG00000185000,DGAT1,8694
ENSG00000185009,AP3M1,26985
ENSG00000185024,BRF1,2972
ENSG00000185033,SEMA4B,10509
ENSG00000185043,CIB1,10519
ENSG00000185049,NELFA,7469
ENSG00000185085,INTS5,80789
ENSG00000185088,RPS27L,51065
ENSG00000185090,MANEAL,149175
ENSG00000185104,FAF1,11124
ENSG00000185112,FAM43A,131583
ENSG00000185115,NSMCE3,56160
ENSG00000185122,HSF1,3297
ENSG00000185127,C6orf120,387263
ENSG00000185129,PURA,5813
ENSG00000185163,DDX51,317781
ENSG00000185219,ZNF445,353274
ENSG00000185236,RAB11B,9230
ENSG00000185238,PRMT3,10196
ENSG00000185246,PRPF39,55015
ENSG00000185262,UBALD2,283991
ENSG00000185269,NOTUM,147111
ENSG00000185298,CCDC137,339230
ENSG00000185324,CDK10,8558
ENSG00000185338,SOCS1,8651
ENSG00000185344,ATP6V0A2,23545
ENSG00000185347,TEDC1,283643
ENSG00000185359,HGS,9146
ENSG00000185414,MRPL30,51263
ENSG00000185420,SMYD3,64754
ENSG00000185432,METTL7A,25840
ENSG00000185436,IFNLR1,163702
ENSG00000185453,ZSWIM9,374920
ENSG00000185475,TMEM179B,374395
ENSG00000185480,PARPBP,55010
ENSG00000185504,FAAP100,80233
ENSG00000185507,IRF7,3665
ENSG00000185515,BRCC3,79184
ENSG00000185591,SP1,6667
ENSG00000185608,MRPL40,64976
ENSG00000185619,PCGF3,10336
ENSG00000185621,LMLN,89782
ENSG00000185624,P4HB,5034
ENSG00000185627,PSMD13,5719
ENSG00000185650,ZFP36L1,677
ENSG00000185651,UBE2L3,7332
ENSG00000185658,BRWD1,54014
ENSG00000185697,MYBL1,4603
ENSG00000185721,DRG1,4733
ENSG00000185722,ANKFY1,51479
ENSG00000185728,YTHDF3,253943
ENSG00000185730,ZNF696,79943
ENSG00000185753,CXorf38,159013
ENSG00000185760,KCNQ5,56479
ENSG00000185787,MORF4L1,10933
ENSG00000185798,WDR53,348793
ENSG00000185800,DMWD,1762
ENSG00000185803,SLC52A2,79581
ENSG00000185811,IKZF1,10320
ENSG00000185813,PCYT2,5833
ENSG00000185825,BCAP31,10134
ENSG00000185838,GNB1L,54584
ENSG00000185862,EVI2B,2124
ENSG00000185875,THNSL1,79896
ENSG00000185883,ATP6V0C,527
ENSG00000185896,LAMP1,3916
ENSG00000185920,PTCH1,5727
ENSG00000185946,RNPC3,55599
ENSG00000185947,ZNF267,10308
ENSG00000185963,BICD2,23299
ENSG00000185989,RASA3,22821
ENSG00000186001,LRCH3,84859
ENSG00000186010,NDUFA13,51079
ENSG00000186104,CYP2R1,120227
ENSG00000186106,ANKRD46,157567
ENSG00000186111,PIP5K1C,23396
ENSG00000186130,ZBTB6,10773
ENSG00000186141,POLR3C,10623
ENSG00000186153,WWOX,51741
ENSG00000186166,CCDC84,338657
ENSG00000186174,BCL9L,283149
ENSG00000186184,POLR1D,51082
ENSG00000186185,KIF18B,146909
ENSG00000186193,SAPCD2,89958
ENSG00000186222,BLOC1S4,55330
ENSG00000186230,ZNF749,388567
ENSG00000186272,ZNF17,7565
ENSG00000186283,TOR3A,64222
ENSG00000186298,PPP1CC,5501
ENSG00000186352,ANKRD37,353322
ENSG00000186364,NUDT17,200035
ENSG00000186416,NKRF,55922
ENSG00000186432,KPNA4,3840
ENSG00000186448,ZNF197,10168
ENSG00000186448,ZNF197,110354863
ENSG00000186468,RPS23,6228
ENSG00000186480,INSIG1,3638
ENSG00000186501,TMEM222,84065
ENSG00000186517,ARHGAP30,257106
ENSG00000186532,SMYD4,114826
ENSG00000186566,GPATCH8,23131
