NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
RLF,RLF,null,null,-0.013786683
ARAP1-AS1,ARAP1-AS1,null,null,-0.013832253
CMTR2,CMTR2,null,null,-0.013860818
PYM1,PYM1,null,null,-0.013864959
PPP4R2,PPP4R2,null,null,-0.013884408
TMEM140,TMEM140,null,null,-0.013906357
GPBP1,GPBP1,null,null,-0.013925621
MLH1,MLH1,null,null,-0.013938153
PYCR2,PYCR2,null,null,-0.013958293
MAZ,MAZ,null,null,-0.013963131
ASB14,ASB14,null,null,-0.013991098
TNK2,TNK2,null,null,-0.014001805
EBP,EBP,null,null,-0.014005068
MAP4K1,MAP4K1,null,null,-0.014013105
PIGF,PIGF,null,null,-0.014028331
ZSCAN16-AS1,ZSCAN16-AS1,null,null,-0.014080484
PPP1R11,PPP1R11,null,null,-0.01409444
TRPV1,TRPV1,null,null,-0.0141331
FBXO33,FBXO33,null,null,-0.014159042
IL12RB2,IL12RB2,null,null,-0.01416337
NONO,NONO,null,null,-0.014171305
SLC12A4,SLC12A4,null,null,-0.014189325
RAB5IF,RAB5IF,null,null,-0.014194522
ZSWIM3,ZSWIM3,null,null,-0.01422986
TRAPPC13,TRAPPC13,null,null,-0.014241238
NT5C,NT5C,null,null,-0.01426859
SPAST,SPAST,null,null,-0.014275675
LRWD1,LRWD1,null,null,-0.014299819
STX16-NPEPL1,STX16-NPEPL1,null,null,-0.014307344
CTBP1-AS,CTBP1-AS,null,null,-0.01431479
AC023055.1,AC023055.1,null,null,-0.014327849
ANAPC2,ANAPC2,null,null,-0.014330124
BPNT1,BPNT1,null,null,-0.014353013
SLC16A6,SLC16A6,null,null,-0.014367541
EIF2AK2,EIF2AK2,null,null,-0.014385549
MLXIP,MLXIP,null,null,-0.014399582
ACD,ACD,null,null,-0.014413707
UBE2Q1,UBE2Q1,null,null,-0.014459449
EIPR1,EIPR1,null,null,-0.01446708
ZNF821,ZNF821,null,null,-0.014472355
LIG4,LIG4,null,null,-0.014475137
DAG1,DAG1,null,null,-0.014477825
STRN4,STRN4,null,null,-0.014508948
GSTM4,GSTM4,null,null,-0.014567941
JAZF1,JAZF1,null,null,-0.014625298
CSTF2,CSTF2,null,null,-0.01463887
TGIF2-RAB5IF,TGIF2-RAB5IF,null,null,-0.014648781
HAUS8,HAUS8,null,null,-0.014653636
RBM10,RBM10,null,null,-0.014653832
AC011603.2,AC011603.2,null,null,-0.014673793
JPT2,JPT2,null,null,-0.014681009
CCL28,CCL28,null,null,-0.014690157
PGS1,PGS1,null,null,-0.014711531
RBBP7,RBBP7,null,null,-0.014716001
COP1,COP1,null,null,-0.014747545
CUL4B,CUL4B,null,null,-0.014768951
CCNDBP1,CCNDBP1,null,null,-0.014796312
CDK5R1,CDK5R1,null,null,-0.014804327
CCDC174,CCDC174,null,null,-0.014804872
ATE1,ATE1,null,null,-0.014811537
FAM221A,FAM221A,null,null,-0.014835462
RNF215,RNF215,null,null,-0.014843963
YME1L1,YME1L1,null,null,-0.014851092
FNTB,FNTB,null,null,-0.01486273
G3BP2,G3BP2,null,null,-0.014882824
BRAF,BRAF,null,null,-0.014887151
NF1,NF1,null,null,-0.014891331
ZMYM2,ZMYM2,null,null,-0.014891665
CHAF1A,CHAF1A,null,null,-0.014925189
PTPN18,PTPN18,null,null,-0.014925395
ZNF3,ZNF3,null,null,-0.014950734
TMEFF1,TMEFF1,null,null,-0.014975912
ZSCAN2,ZSCAN2,null,null,-0.015004806
SMC3,SMC3,null,null,-0.015005956
AC211433.1,AC211433.1,null,null,-0.015053235
RBM26,RBM26,null,null,-0.015059028
PPME1,PPME1,null,null,-0.015069223
PDK2,PDK2,null,null,-0.015113462
NUDT18,NUDT18,null,null,-0.01512833
CHTF8,CHTF8,null,null,-0.015145321
PAPSS1,PAPSS1,null,null,-0.015152032
EMC8,EMC8,null,null,-0.015192484
NUCB1-AS1,NUCB1-AS1,null,null,-0.015199497
AL049629.2,AL049629.2,null,null,-0.015209221
WDR33,WDR33,null,null,-0.015210133
AC015688.4,AC015688.4,null,null,-0.015221708
SLC35D2,SLC35D2,null,null,-0.015240856
AC005288.1,AC005288.1,null,null,-0.01526404
FMC1-LUC7L2,FMC1-LUC7L2,null,null,-0.015268581
SEC61A2,SEC61A2,null,null,-0.015294485
AC099329.1,AC099329.1,null,null,-0.015308262
HECA,HECA,null,null,-0.015318615
GCSAM,GCSAM,null,null,-0.015348673
ZNF14,ZNF14,null,null,-0.015361837
STIP1,STIP1,null,null,-0.015395417
USP39,USP39,null,null,-0.015411483
B2M,B2M,null,null,-0.015418482
HNRNPU,HNRNPU,null,null,-0.015450507
AC079742.1,AC079742.1,null,null,-0.015472194
CUL3,CUL3,null,null,-0.015483088
AC074091.2,AC074091.2,null,null,-0.015501296
ZNF875,ZNF875,null,null,-0.015518827
CIR1,CIR1,null,null,-0.015521416
TTC1,TTC1,null,null,-0.015524305
SLC30A6,SLC30A6,null,null,-0.015534386
TIGD6,TIGD6,null,null,-0.015555257
SLC30A9,SLC30A9,null,null,-0.0155717
CHRAC1,CHRAC1,null,null,-0.015640158
C16orf58,C16orf58,null,null,-0.01564097
ZKSCAN1,ZKSCAN1,null,null,-0.015646836
AC012184.3,AC012184.3,null,null,-0.015652793
COTL1,COTL1,null,null,-0.01567225
PSKH1,PSKH1,null,null,-0.015678594
AC026464.2,AC026464.2,null,null,-0.015682163
PRXL2B,PRXL2B,null,null,-0.015713591
SHARPIN,SHARPIN,null,null,-0.015745068
NR1I3,NR1I3,null,null,-0.015761368
CAND1,CAND1,null,null,-0.01577139
GTF2I,GTF2I,null,null,-0.01577732
CCDC137,CCDC137,null,null,-0.015780378
HMGXB3,HMGXB3,null,null,-0.015783913
AC023510.1,AC023510.1,null,null,-0.015785387
PIK3R4,PIK3R4,null,null,-0.015805487
C2CD2L,C2CD2L,null,null,-0.015818145
FBXL18,FBXL18,null,null,-0.015834345
HSPB1,HSPB1,null,null,-0.01584667
XRCC1,XRCC1,null,null,-0.015860464
IPO9,IPO9,null,null,-0.015889397
PPP1R16A,PPP1R16A,null,null,-0.015906125
BROX,BROX,null,null,-0.01590735
CPOX,CPOX,null,null,-0.015924
ZFP30,ZFP30,null,null,-0.01594158
GOLGA1,GOLGA1,null,null,-0.01594323
FUBP3,FUBP3,null,null,-0.01596581
MYBL1,MYBL1,null,null,-0.015978158
SELENOF,SELENOF,null,null,-0.015995976
C1RL,C1RL,null,null,-0.016015109
SLC2A3P1,SLC2A3P1,null,null,-0.01604646
ATXN7,ATXN7,null,null,-0.016078625
SRSF6,SRSF6,null,null,-0.016086983
EMD,EMD,null,null,-0.016102865
LRMP,LRMP,null,null,-0.016112313
GARS-DT,GARS-DT,null,null,-0.016113726
BHLHA15,BHLHA15,null,null,-0.016125418
MPRIP,MPRIP,null,null,-0.01613284
RHOA,RHOA,null,null,-0.016132895
CLOCK,CLOCK,null,null,-0.01613957
SLA,SLA,null,null,-0.016149815
MCM10,MCM10,null,null,-0.016177496
PSMB4,PSMB4,null,null,-0.016182553
DERA,DERA,null,null,-0.016186934
CYP20A1,CYP20A1,null,null,-0.016189136
CSGALNACT2,CSGALNACT2,null,null,-0.016199822
GGA3,GGA3,null,null,-0.016216971
CDYL,CDYL,null,null,-0.016241359
PIN4,PIN4,null,null,-0.016281119
INTS4,INTS4,null,null,-0.01630089
AC079907.1,AC079907.1,null,null,-0.016301123
AACS,AACS,null,null,-0.016305478
SGF29,SGF29,null,null,-0.016313132
LINC02604,LINC02604,null,null,-0.016337153
DCAF6,DCAF6,null,null,-0.016374756
AC000120.2,AC000120.2,null,null,-0.016377695
ERMARD,ERMARD,null,null,-0.016379112
ITGA4,ITGA4,null,null,-0.016403696
C1orf122,C1orf122,null,null,-0.0164338
KAT7,KAT7,null,null,-0.01643978
RECQL4,RECQL4,null,null,-0.016446693
SRSF7,SRSF7,null,null,-0.016460748
TRIM16,TRIM16,null,null,-0.016461847
AC009511.2,AC009511.2,null,null,-0.016482089
ACOT8,ACOT8,null,null,-0.016489113
GINS2,GINS2,null,null,-0.016503537
ZFP82,ZFP82,null,null,-0.01651362
LIN37,LIN37,null,null,-0.01652262
SLAMF7,SLAMF7,null,null,-0.016533712
VIRMA,VIRMA,null,null,-0.01654757
FAM169A,FAM169A,null,null,-0.016553614
RANBP9,RANBP9,null,null,-0.01656637
NDUFS8,NDUFS8,null,null,-0.01657143
AC025259.1,AC025259.1,null,null,-0.016584102
LINC00205,LINC00205,null,null,-0.016603446
CUTALP,CUTALP,null,null,-0.016604383
SMUG1,SMUG1,null,null,-0.016635709
TOGARAM1,TOGARAM1,null,null,-0.016638553
DYNC1LI2,DYNC1LI2,null,null,-0.016674874
EPB41L2,EPB41L2,null,null,-0.016676793
SUMO1,SUMO1,null,null,-0.016689992
ZNF160,ZNF160,null,null,-0.01670826
LSS,LSS,null,null,-0.016729716
ZBTB3,ZBTB3,null,null,-0.016734542
ARHGDIB,ARHGDIB,null,null,-0.016734967
ANKRD17,ANKRD17,null,null,-0.01674575
AL929472.2,AL929472.2,null,null,-0.016771985
TNPO3,TNPO3,null,null,-0.016775746
IGHV2-70,IGHV2-70,null,null,-0.016778909
ZNF124,ZNF124,null,null,-0.016818319
TPMT,TPMT,null,null,-0.01683515
AL513190.1,AL513190.1,null,null,-0.016849114
ANKRD9,ANKRD9,null,null,-0.016852587
PPHLN1,PPHLN1,null,null,-0.016858235
RNF2,RNF2,null,null,-0.01686391
WAS,WAS,null,null,-0.016873583
TTLL5,TTLL5,null,null,-0.016882062
JAKMIP1,JAKMIP1,null,null,-0.016883478
DHX36,DHX36,null,null,-0.01688521
HLA-A,HLA-A,null,null,-0.016887093
AL139020.1,AL139020.1,null,null,-0.016926687
TSPYL4,TSPYL4,null,null,-0.016939599
NRDC,NRDC,null,null,-0.016959058
PPP2R5E,PPP2R5E,null,null,-0.016959501
PRPF8,PRPF8,null,null,-0.01696286
RC3H2,RC3H2,null,null,-0.01696585
VPREB1,VPREB1,null,null,-0.016974064
DNAJC27,DNAJC27,null,null,-0.01698053
FAM171B,FAM171B,null,null,-0.01701794
FERMT3,FERMT3,null,null,-0.017019244
CYP51A1,CYP51A1,null,null,-0.017071785
GSK3A,GSK3A,null,null,-0.017093752
POLR2M,POLR2M,null,null,-0.01710479
MYO18A,MYO18A,null,null,-0.01710953
IK,IK,null,null,-0.017129434
LPIN1,LPIN1,null,null,-0.017134713
SREBF2-AS1,SREBF2-AS1,null,null,-0.017148755
KDM5C,KDM5C,null,null,-0.017155843
PTOV1,PTOV1,null,null,-0.017166605
ZYG11B,ZYG11B,null,null,-0.017189428
HPCAL1,HPCAL1,null,null,-0.01718973
PHKB,PHKB,null,null,-0.017192513
RBM4B,RBM4B,null,null,-0.017195562
ANAPC10,ANAPC10,null,null,-0.017198075
KRAS,KRAS,null,null,-0.017222129
CR1,CR1,null,null,-0.017225007
MOB3C,MOB3C,null,null,-0.017244592
AC016888.1,AC016888.1,null,null,-0.017259384
IGHV4-34,IGHV4-34,null,null,-0.01726317
ZNF304,ZNF304,null,null,-0.017273074
OIP5-AS1,OIP5-AS1,null,null,-0.017289065
NLRC5,NLRC5,null,null,-0.017298393
TMEM256,TMEM256,null,null,-0.017298825
PPM1L,PPM1L,null,null,-0.01732186
SEC62,SEC62,null,null,-0.017327154
DCLRE1C,DCLRE1C,null,null,-0.017329622
ZNF576,ZNF576,null,null,-0.017382631
JOSD1,JOSD1,null,null,-0.017390642
TBC1D13,TBC1D13,null,null,-0.017400907
FAM102B,FAM102B,null,null,-0.01742366
SIRT7,SIRT7,null,null,-0.017447809
PGM2L1,PGM2L1,null,null,-0.017473442
MMACHC,MMACHC,null,null,-0.017485972
CENPB,CENPB,null,null,-0.01748655
GLA,GLA,null,null,-0.017487075
MPHOSPH9,MPHOSPH9,null,null,-0.017489767
ZNF229,ZNF229,null,null,-0.01752771
SIX5,SIX5,null,null,-0.017535543
VPS54,VPS54,null,null,-0.017551854
RNF10,RNF10,null,null,-0.017560508
NUMA1,NUMA1,null,null,-0.017575592
PRDX5,PRDX5,null,null,-0.017578032
AC058822.1,AC058822.1,null,null,-0.017582797
RAPGEF1,RAPGEF1,null,null,-0.017585007
SERAC1,SERAC1,null,null,-0.01759685
SLC5A2,SLC5A2,null,null,-0.017622113
SLC35A5,SLC35A5,null,null,-0.017625606
TGFBR1,TGFBR1,null,null,-0.017666578
TIGD7,TIGD7,null,null,-0.017667966
TAZ,TAZ,null,null,-0.01767913
MAN1A2,MAN1A2,null,null,-0.017698323
LINC02227,LINC02227,null,null,-0.017718991
TDP2,TDP2,null,null,-0.017729577
MIF4GD,MIF4GD,null,null,-0.017730895
POLR2B,POLR2B,null,null,-0.017774852
SMG7,SMG7,null,null,-0.017793478
ZNF823,ZNF823,null,null,-0.017803295
GABARAPL2,GABARAPL2,null,null,-0.01780963
C6orf89,C6orf89,null,null,-0.01781238
NCAPH2,NCAPH2,null,null,-0.01781614
NFU1,NFU1,null,null,-0.017852774
PNISR,PNISR,null,null,-0.017868653
SPIN1,SPIN1,null,null,-0.017870594
RIOX1,RIOX1,null,null,-0.017873606
WDR82,WDR82,null,null,-0.017877443
RFWD3,RFWD3,null,null,-0.017887793
POLA1,POLA1,null,null,-0.01791085
ZNF638,ZNF638,null,null,-0.017937124
PRKAA1,PRKAA1,null,null,-0.01794533
PHF8,PHF8,null,null,-0.017949736
TSEN34,TSEN34,null,null,-0.017954564
SDHC,SDHC,null,null,-0.017958626
AC009139.2,AC009139.2,null,null,-0.017959077
AC006064.6,AC006064.6,null,null,-0.017963545
ERCC2,ERCC2,null,null,-0.01796587
XRCC5,XRCC5,null,null,-0.017968608
AQR,AQR,null,null,-0.01797186
AC025283.2,AC025283.2,null,null,-0.017979108
UBXN7,UBXN7,null,null,-0.017980104
DPY19L3,DPY19L3,null,null,-0.017983455
RAC1,RAC1,null,null,-0.018000059
SLC33A1,SLC33A1,null,null,-0.018007828
MBOAT2,MBOAT2,null,null,-0.018007958
MCPH1,MCPH1,null,null,-0.018015292
CLINT1,CLINT1,null,null,-0.01802817
GTF3C1,GTF3C1,null,null,-0.018047318
ZDHHC2,ZDHHC2,null,null,-0.018063094
STIMATE,STIMATE,null,null,-0.018081753
MAEA,MAEA,null,null,-0.018081805
BTRC,BTRC,null,null,-0.01809134
ZNF26,ZNF26,null,null,-0.018093212
STAT5A,STAT5A,null,null,-0.018107092
PDPK1,PDPK1,null,null,-0.018144218
AC008575.1,AC008575.1,null,null,-0.01815767
ATXN2L,ATXN2L,null,null,-0.018188655
DHX16,DHX16,null,null,-0.01819429
ZNF76,ZNF76,null,null,-0.018202344
PURB,PURB,null,null,-0.018247016
ALKBH4,ALKBH4,null,null,-0.018256756
ZNF436,ZNF436,null,null,-0.018272135
HEBP2,HEBP2,null,null,-0.018280022
DLGAP4-AS1,DLGAP4-AS1,null,null,-0.018291099
FBF1,FBF1,null,null,-0.01832013
RPGR,RPGR,null,null,-0.018336738
UPF1,UPF1,null,null,-0.018342193
GPR180,GPR180,null,null,-0.018348778
RANBP6,RANBP6,null,null,-0.018354617
TMEM259,TMEM259,null,null,-0.018430958
AC011446.1,AC011446.1,null,null,-0.018432675
AL138724.1,AL138724.1,null,null,-0.018434478
DHPS,DHPS,null,null,-0.018435432
IGKV1-6,IGKV1-6,null,null,-0.018440193
UBP1,UBP1,null,null,-0.018457955
FLI1,FLI1,null,null,-0.018466568
ZSCAN22,ZSCAN22,null,null,-0.01846665
P3H1,P3H1,null,null,-0.018471088
HDHD3,HDHD3,null,null,-0.018489173
ANO8,ANO8,null,null,-0.018491019
RNF167,RNF167,null,null,-0.018496305
FOXJ2,FOXJ2,null,null,-0.018498529
LIMS1,LIMS1,null,null,-0.018503156
KBTBD8,KBTBD8,null,null,-0.018519491
C3orf52,C3orf52,null,null,-0.018520309
RAB5C,RAB5C,null,null,-0.018521233
CTNNBL1,CTNNBL1,null,null,-0.018551942
ZNF800,ZNF800,null,null,-0.018570572
TMEM138,TMEM138,null,null,-0.018571481
TASOR,TASOR,null,null,-0.01858771
RBX1,RBX1,null,null,-0.018618332
NUP58,NUP58,null,null,-0.018625932
KHDRBS1,KHDRBS1,null,null,-0.018633163
PDCD4,PDCD4,null,null,-0.018649673
SNX4,SNX4,null,null,-0.0186539
ANAPC11,ANAPC11,null,null,-0.018655818
EXT1,EXT1,null,null,-0.018656557
ZNF831,ZNF831,null,null,-0.018661674
ACAD9,ACAD9,null,null,-0.018673442
PGGT1B,PGGT1B,null,null,-0.018673936
FLVCR1,FLVCR1,null,null,-0.018706148
TOM1L2,TOM1L2,null,null,-0.018760798
TERF2,TERF2,null,null,-0.01877761
SFT2D1,SFT2D1,null,null,-0.018795643
TAF1,TAF1,null,null,-0.018807733
TUBA1B,TUBA1B,null,null,-0.018813154
AC022167.2,AC022167.2,null,null,-0.018826662
CDKAL1,CDKAL1,null,null,-0.018840516
NSMCE3,NSMCE3,null,null,-0.018868687
AC010463.1,AC010463.1,null,null,-0.018874614
DDX23,DDX23,null,null,-0.018888086
AC087190.1,AC087190.1,null,null,-0.018892976
UBE2V1,UBE2V1,null,null,-0.018893817
CDCA5,CDCA5,null,null,-0.01889448
DNAJC13,DNAJC13,null,null,-0.018905943
EDEM2,EDEM2,null,null,-0.018928614
PTBP3,PTBP3,null,null,-0.018939493
YWHAB,YWHAB,null,null,-0.018940104
AC027601.4,AC027601.4,null,null,-0.018940516
ABRACL,ABRACL,null,null,-0.018943122
ZNF358,ZNF358,null,null,-0.018960038
VRK3,VRK3,null,null,-0.018974384
NUP88,NUP88,null,null,-0.018974876
FAM91A1,FAM91A1,null,null,-0.018975766
CUX1,CUX1,null,null,-0.018979227
LRRC37B,LRRC37B,null,null,-0.018987093
CYS1,CYS1,null,null,-0.018993061
CADPS,CADPS,null,null,-0.018993186
EIF2AK1,EIF2AK1,null,null,-0.019015808
SNX14,SNX14,null,null,-0.0190444
DCAF11,DCAF11,null,null,-0.019069623
UBE2N,UBE2N,null,null,-0.019073492
SMYD4,SMYD4,null,null,-0.019073853
MED31,MED31,null,null,-0.019078653
DRAP1,DRAP1,null,null,-0.019085199
FCHSD2,FCHSD2,null,null,-0.019090883
KIAA1109,KIAA1109,null,null,-0.019093597
PCMTD1,PCMTD1,null,null,-0.019120133
CTBP1-DT,CTBP1-DT,null,null,-0.019165324
SIRT1,SIRT1,null,null,-0.019174824
GLRX,GLRX,null,null,-0.01918239
DR1,DR1,null,null,-0.019183721
S1PR2,S1PR2,null,null,-0.019195085
CPEB3,CPEB3,null,null,-0.019201329
RCBTB2,RCBTB2,null,null,-0.01920742
KIF20A,KIF20A,null,null,-0.019223237
GATAD1,GATAD1,null,null,-0.019242333
AC079594.2,AC079594.2,null,null,-0.019244334
AC084125.2,AC084125.2,null,null,-0.019245738
DICER1,DICER1,null,null,-0.0192763
ATPAF2,ATPAF2,null,null,-0.019282151
PEX26,PEX26,null,null,-0.019289823
COX10-AS1,COX10-AS1,null,null,-0.019298598
AC007068.1,AC007068.1,null,null,-0.019304365
PWWP2A,PWWP2A,null,null,-0.019334782
WDR45B,WDR45B,null,null,-0.019356944
ARL6IP4,ARL6IP4,null,null,-0.019361908
RTF2,RTF2,null,null,-0.019410882
TMUB1,TMUB1,null,null,-0.019417102
GNS,GNS,null,null,-0.019444782
TMEM164,TMEM164,null,null,-0.019469367
ARHGEF6,ARHGEF6,null,null,-0.019471731
MED15,MED15,null,null,-0.01948284
PDCD10,PDCD10,null,null,-0.019508459
AC005562.1,AC005562.1,null,null,-0.019515812
KDM5B,KDM5B,null,null,-0.019519243
KDM6B,KDM6B,null,null,-0.019524526
AL031714.1,AL031714.1,null,null,-0.019556163
ANKRD13D,ANKRD13D,null,null,-0.01956678
HMGN1,HMGN1,null,null,-0.019574635
RBM42,RBM42,null,null,-0.019580057
SRSF11,SRSF11,null,null,-0.01961547
STIMATE-MUSTN1,STIMATE-MUSTN1,null,null,-0.019616213
SETD4,SETD4,null,null,-0.019619348
CCZ1B,CCZ1B,null,null,-0.019622194
ATP2A2,ATP2A2,null,null,-0.019635946
AC006059.2,AC006059.2,null,null,-0.019637961
HCFC1R1,HCFC1R1,null,null,-0.019651096
HIST1H4C,HIST1H4C,null,null,-0.019679923
KIN,KIN,null,null,-0.019728905
FAM160A2,FAM160A2,null,null,-0.01972933
SLC31A1,SLC31A1,null,null,-0.019755669
G6PD,G6PD,null,null,-0.019759342
WDR13,WDR13,null,null,-0.019785982
SMNDC1,SMNDC1,null,null,-0.019786125
ZC3H13,ZC3H13,null,null,-0.01979714
TMEM242,TMEM242,null,null,-0.019856647
SMIM12,SMIM12,null,null,-0.01987145
TMEM30A,TMEM30A,null,null,-0.019882299
MAP7D1,MAP7D1,null,null,-0.01991062
CAPN10,CAPN10,null,null,-0.019911787
PNKP,PNKP,null,null,-0.019916786
YTHDF2,YTHDF2,null,null,-0.0199503
MED22,MED22,null,null,-0.020001784
DPP9-AS1,DPP9-AS1,null,null,-0.020012217
TRMT1L,TRMT1L,null,null,-0.020017006
CSKMT,CSKMT,null,null,-0.020025149
GRAMD2B,GRAMD2B,null,null,-0.020026185
IRS2,IRS2,null,null,-0.020027542
IKZF1,IKZF1,null,null,-0.02002835
GPX1,GPX1,null,null,-0.020054882
CLSTN1,CLSTN1,null,null,-0.02006099
LANCL2,LANCL2,null,null,-0.020061119
Z82190.2,Z82190.2,null,null,-0.020069078
SLC9A3R1,SLC9A3R1,null,null,-0.020073973
AC008264.2,AC008264.2,null,null,-0.020085486
MYBPC2,MYBPC2,null,null,-0.020137878
TESC,TESC,null,null,-0.020143474
STAT6,STAT6,null,null,-0.020150589
TOX4,TOX4,null,null,-0.020152383
C2CD4D-AS1,C2CD4D-AS1,null,null,-0.020183837
FKBP8,FKBP8,null,null,-0.02018573
ESYT2,ESYT2,null,null,-0.020204093
NAB2,NAB2,null,null,-0.02022621
AL137186.2,AL137186.2,null,null,-0.020280395
CHDH,CHDH,null,null,-0.020299736
HPF1,HPF1,null,null,-0.020327989
GABPB2,GABPB2,null,null,-0.020329388
CCDC88A,CCDC88A,null,null,-0.020333601
S100A4,S100A4,null,null,-0.020395353
AC013489.3,AC013489.3,null,null,-0.020397726
MSANTD3-TMEFF1,MSANTD3-TMEFF1,null,null,-0.020425303
PSMA3-AS1,PSMA3-AS1,null,null,-0.020460647
SGSM3,SGSM3,null,null,-0.020471005
ZGPAT,ZGPAT,null,null,-0.02047656
SART3,SART3,null,null,-0.020483738
AFF1,AFF1,null,null,-0.020487942
FIGNL1,FIGNL1,null,null,-0.02052227
ZFYVE16,ZFYVE16,null,null,-0.02052575
GZF1,GZF1,null,null,-0.020527752
LHFPL2,LHFPL2,null,null,-0.020551834
ACACB,ACACB,null,null,-0.020564606
ZNF256,ZNF256,null,null,-0.020621652
SLC26A2,SLC26A2,null,null,-0.02062237
AL109811.3,AL109811.3,null,null,-0.020651039
BTG1,BTG1,null,null,-0.020667639
SLC25A1,SLC25A1,null,null,-0.020674326
SSBP2,SSBP2,null,null,-0.020676028
SEL1L3,SEL1L3,null,null,-0.020684434
AL591518.1,AL591518.1,null,null,-0.020710185
AL603832.3,AL603832.3,null,null,-0.020741647
PIM3,PIM3,null,null,-0.02075059
ZDHHC5,ZDHHC5,null,null,-0.020764986
SLC9A7,SLC9A7,null,null,-0.020781202
VEZT,VEZT,null,null,-0.020789927
ZNF707,ZNF707,null,null,-0.02082614
AP001273.2,AP001273.2,null,null,-0.020833144
FBXL6,FBXL6,null,null,-0.020840302
HNRNPAB,HNRNPAB,null,null,-0.020844745
NT5C2,NT5C2,null,null,-0.02084864
ELMOD3,ELMOD3,null,null,-0.020853901
TRAPPC2,TRAPPC2,null,null,-0.02086934
CD180,CD180,null,null,-0.020869827
AC010615.2,AC010615.2,null,null,-0.020884598
ZNF654,ZNF654,null,null,-0.020886784
NPC1,NPC1,null,null,-0.020895805
CORO7,CORO7,null,null,-0.020896789
ATP6AP1,ATP6AP1,null,null,-0.020919694
ANKRD18EP,ANKRD18EP,null,null,-0.020927608
PAX8-AS1,PAX8-AS1,null,null,-0.02093569
PAXIP1,PAXIP1,null,null,-0.020940237
PPP1R26,PPP1R26,null,null,-0.02094637
STK33,STK33,null,null,-0.02094937
AL138963.4,AL138963.4,null,null,-0.020959968
AC006449.7,AC006449.7,null,null,-0.020968392
PCDHGA12,PCDHGA12,null,null,-0.020972604
DBF4B,DBF4B,null,null,-0.020973746
TNRC6C,TNRC6C,null,null,-0.020976588
LAPTM5,LAPTM5,null,null,-0.020981455
RAP1A,RAP1A,null,null,-0.020982368
HELLS,HELLS,null,null,-0.020997906
EMC10,EMC10,null,null,-0.021012489
NDFIP2,NDFIP2,null,null,-0.02102602
COG3,COG3,null,null,-0.021029307
ELP6,ELP6,null,null,-0.021029783
AIM2,AIM2,null,null,-0.021039449
OAZ1,OAZ1,null,null,-0.021052383
CHMP5,CHMP5,null,null,-0.021053173
AC005020.2,AC005020.2,null,null,-0.021064598
HSD17B4,HSD17B4,null,null,-0.021067342
SLC25A11,SLC25A11,null,null,-0.021083511
LYSMD4,LYSMD4,null,null,-0.02111167
DLG4,DLG4,null,null,-0.021124275
AL031772.1,AL031772.1,null,null,-0.02116979
AC004477.2,AC004477.2,null,null,-0.021176029
VPS16,VPS16,null,null,-0.021186056
RPA3,RPA3,null,null,-0.021211695
ADRM1,ADRM1,null,null,-0.021216955
KPNA6,KPNA6,null,null,-0.021238642
FRS3,FRS3,null,null,-0.021269884
TMEM189-UBE2V1,TMEM189-UBE2V1,null,null,-0.021282604
ORAI2,ORAI2,null,null,-0.021291433
FAM3C,FAM3C,null,null,-0.02129555
AC025682.1,AC025682.1,null,null,-0.0213139
TBC1D20,TBC1D20,null,null,-0.021335594
ERCC6L,ERCC6L,null,null,-0.021356743
ELF1,ELF1,null,null,-0.021385439
ABHD5,ABHD5,null,null,-0.021444462
LY75-CD302,LY75-CD302,null,null,-0.021446286
ATP11A,ATP11A,null,null,-0.021450842
MT-TS2,MT-TS2,null,null,-0.021452986
VCPKMT,VCPKMT,null,null,-0.02146203
ATXN2,ATXN2,null,null,-0.021464935
MT-ND5,MT-ND5,null,null,-0.021543652
CNPY4,CNPY4,null,null,-0.021549853
ZNF561-AS1,ZNF561-AS1,null,null,-0.021566225
PALM2-AKAP2,PALM2-AKAP2,null,null,-0.021567924
PSMA7,PSMA7,null,null,-0.021570625
LINC00476,LINC00476,null,null,-0.021574289
SMDT1,SMDT1,null,null,-0.021581044
ARHGAP1,ARHGAP1,null,null,-0.021582063
TMEM63A,TMEM63A,null,null,-0.021582874
POMP,POMP,null,null,-0.021597391
FASTKD5,FASTKD5,null,null,-0.02159771
C11orf58,C11orf58,null,null,-0.021603052
INTS8,INTS8,null,null,-0.021635003
PPP1R3D,PPP1R3D,null,null,-0.021644203
MAPRE1,MAPRE1,null,null,-0.021654215
TEPSIN,TEPSIN,null,null,-0.021677613
AC093525.2,AC093525.2,null,null,-0.021684242
YIPF6,YIPF6,null,null,-0.021689018
YWHAQ,YWHAQ,null,null,-0.021689199
PRDX1,PRDX1,null,null,-0.021693226
RAD21,RAD21,null,null,-0.021720352
AL353807.3,AL353807.3,null,null,-0.021731118
SAT1,SAT1,null,null,-0.021734275
AC091133.1,AC091133.1,null,null,-0.021742623
SLC9A9,SLC9A9,null,null,-0.021743193
COG7,COG7,null,null,-0.021764735
ZFHX2-AS1,ZFHX2-AS1,null,null,-0.02177321
MLF2,MLF2,null,null,-0.021774877
UBLCP1,UBLCP1,null,null,-0.02179862
AC013394.1,AC013394.1,null,null,-0.021815646
TMEM9B,TMEM9B,null,null,-0.021853635
APOL2,APOL2,null,null,-0.021859609
AP5S1,AP5S1,null,null,-0.021868197
IGHJ3,IGHJ3,null,null,-0.021868648
